-0.758480 0.067261 -0.372130 2.626017 12.609768 -50.624020
-0.357390 -0.407750 0.820620 -27.346901 -43.901964 5.553585
-0.597080 0.830910 0.216780 -19.311280 -25.345910 6.902179
1.081000 -0.976640 -0.325700 14.962498 5.054269 -14.751034
-0.598420 -0.250150 -0.072690 -0.753632 -0.777210 33.758286
-0.428140 -0.806640 -0.222810 7.316416 -13.467354 -12.389874
-3.310800 1.927100 -1.431800 4.254978 -14.589487 9.948653
-0.848750 0.479370 0.457380 0.173730 41.459275 -21.352004
-0.469400 -0.345510 0.822130 -4.087615 2.298565 -19.733859
0.277170 -0.369890 0.230490 -37.125746 23.231940 4.755550
0.046378 -0.490910 0.169410 7.786937 -50.577625 13.124080
-2.480800 -0.256680 -0.741850 6.621207 10.273200 26.294620
2.006000 1.101800 0.385630 -3.912626 50.019788 26.093679
0.215300 -0.226730 0.212490 9.527888 56.703569 -0.307359
-0.304610 -0.138460 -0.090363 -3.023135 -16.091565 18.405040
2.528700 0.355950 -0.269440 -30.568316 5.407295 37.083795
0.340470 -0.481210 0.771090 -5.183855 -5.158981 -5.206107
0.240930 0.222100 -0.375690 -2.485776 -0.378152 -9.785097
-0.259670 0.224990 0.639830 -34.656171 32.300569 -11.000458
-0.269450 0.518760 -0.334040 -15.572350 -36.214275 9.521877
-0.595390 -0.116870 -0.698090 15.886101 9.479480 -6.867841
0.067069 1.064100 -0.753330 17.579789 -3.561397 -5.743559
0.083890 0.284260 0.762060 -15.191859 -4.560956 29.542238
0.057292 0.135500 -0.362810 22.709409 -19.089757 33.738933
0.892350 1.438400 1.995200 -16.405825 1.413330 -1.809990
0.590780 0.166890 -0.098897 20.366864 9.810441 -23.074573
-0.083126 0.091965 0.068666 3.482460 -1.157779 2.798334
0.272400 0.265810 0.075811 -8.528573 26.524800 -28.594123
-0.192790 0.275820 -0.562230 27.576510 -12.651825 -2.082430
-0.521060 -0.117250 -0.412650 -20.785960 -2.449127 -1.387222
0.810130 -0.105060 0.833440 -36.436355 2.075077 -24.552513
-0.578090 -0.463160 0.253280 11.896154 11.655403 5.911028
0.851760 -0.739930 -1.022400 -15.130699 6.643693 -43.494266
1.650300 -0.350200 -0.671710 37.201877 -16.908246 4.031056
0.452870 0.818360 1.304000 32.972788 3.023992 -21.237473
-1.374900 -1.289200 0.582950 -17.356755 20.148068 -3.428581
0.374000 -0.814940 -0.586310 -34.758288 35.694264 -10.468822
-1.939600 -6.345400 -2.854200 1.716371 -22.357391 1.901867
0.851330 -1.215600 0.058576 -34.464730 4.201328 -26.433626
0.864370 0.192090 0.412090 10.981035 -43.710440 4.126878
0.523500 0.009681 0.471680 4.064516 7.897368 -19.314681
0.193420 0.379030 0.059970 5.984799 -14.748215 -22.421771
0.971130 0.868110 -0.734540 -1.718666 6.984195 7.571706
0.229750 -0.271100 0.113230 6.090331 1.473678 15.143590
0.431500 -1.518100 -0.532210 16.774276 -0.619879 23.493516
-0.308210 0.721940 1.239000 -5.507122 14.857264 39.606965
2.241700 -1.344200 3.241900 -20.211333 21.247375 -31.214624
-0.497080 -0.711560 1.536500 33.774241 -17.720889 -25.880014
0.025146 0.254660 -0.015249 -19.036120 -1.698866 -29.660325
-0.009464 0.164730 -0.115150 2.691181 -0.732656 12.376968
-0.073610 -0.614010 1.285500 -2.705384 5.277707 10.947630
1.319300 1.123700 0.638070 -5.887904 -14.969811 -57.992037
1.782200 0.296460 0.375420 12.155914 50.343041 -26.629059
0.156070 -0.323390 0.211320 -0.256903 -23.650885 -26.885418
-0.226800 -0.632160 0.060097 1.844138 -25.483642 2.683391
0.727840 0.849200 -0.541840 -6.405288 20.761870 4.517322
0.474070 -0.363110 -2.267900 -5.201823 -8.239683 19.780030
0.361670 -1.442800 -1.127700 -35.195367 -0.489029 -38.558944
-0.463860 -0.057318 0.331350 30.665457 7.830015 -17.108998
0.264390 0.408530 -0.563080 -12.781689 -14.908646 -9.698794
-0.510440 -0.342150 0.306780 19.486896 12.822330 -4.470573
-0.434480 0.045294 -0.034627 21.177471 -18.271680 30.049362
0.065283 0.275180 0.700630 -4.034658 -3.921809 -26.129351
-0.236440 -0.115560 0.503460 16.615012 -27.731093 25.579141
-0.804560 0.044498 0.505800 -2.489832 -38.296949 1.450049
0.529970 -0.619510 0.341780 16.365560 -4.698398 4.539688
-0.258670 -1.544700 -0.726470 6.642005 -36.113466 34.518807
-0.109510 -0.062627 0.300560 -22.023717 25.783675 7.033993
0.505060 -1.396500 0.080426 34.812000 23.994935 13.761297
-1.345100 -0.618350 0.345170 11.558137 -19.100751 -10.668153
-0.137110 -0.567430 1.042700 32.275348 49.557390 9.584633
3.738600 -2.341100 0.116000 7.341374 24.473446 8.537304
0.602130 0.692080 -0.163460 -6.812300 14.750644 11.037207
-0.012414 -0.478480 0.335340 11.614539 15.393393 29.948957
-0.060688 -0.621590 -0.163730 7.465696 -47.477872 34.327314
-0.972330 -0.381980 -0.463070 -1.666711 40.305460 19.876362
-3.589800 -5.928000 -3.658300 22.016362 14.228185 1.384578
0.734040 -0.241620 0.196380 13.297346 -11.191783 -3.991732
0.128560 -0.042935 -0.042664 -3.974727 7.145234 9.434070
-1.713600 -0.954570 1.373800 -17.667353 -11.586596 1.324097
1.907400 -0.351330 0.152230 48.577155 15.482482 -45.820242
-0.593960 1.011700 -1.150300 26.590669 35.790650 37.758157
0.087555 0.036363 1.406900 5.077975 -24.590074 -14.854928
-3.119200 -0.569960 2.131800 -19.369122 15.343983 -5.791758
-0.830020 0.338440 -0.264980 -21.756181 -2.244907 14.715296
0.121890 -0.221830 -0.372680 -3.689479 8.212097 8.101332
-0.506320 0.143840 0.726930 -1.564858 -6.809423 12.069988
-0.685680 -1.130700 -0.380100 -35.291741 -37.029936 -27.032053
-0.001599 1.089700 0.639460 -23.500863 24.168021 34.966191
0.017034 -0.045395 -0.421900 -32.838044 15.987039 -11.615330
-0.058493 -0.379300 0.333850 -31.829942 21.887858 10.843454
0.087512 0.027307 -0.442440 -5.240410 -5.904027 -16.524037
1.746300 -0.760300 3.006000 -5.494690 -4.364130 3.908645
0.757470 0.256220 -0.047397 9.378945 -17.449738 -4.397796
