#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 180.00917   -0.01026   21.84531   21.61235    0.01376    0.00760   23.70981    4.22063   -1.29786    0.69137    2.00000
 180.05495    0.00696   23.12342   22.77364    0.05537    0.03056    8.67618    2.09733    1.23056   -1.13899    2.00000
 180.00151    0.03646   23.51800   23.11123    0.03649    0.02014    6.35549    1.37492    2.05553   -0.77620    2.00000
 180.00668    0.06890   22.81969   22.50547    0.06922    0.03821   10.76205   -0.46061   -3.88957   -5.48870    2.00000
 180.00706    0.03423   22.11086   21.86092    0.03495    0.01929   19.25249    1.38206   -0.72027   -0.08301    2.00000
 179.68001   -0.11393   21.20208   20.96570    0.33967    0.18747   40.16234    5.38038    1.99022    7.02771    2.00000
 180.03214   -0.01719   22.70244   22.40065    0.03644    0.02011   11.98763    1.34195   -0.93913   -1.53717    2.00000
 179.98230   -0.03434   22.33411   22.06590    0.03863    0.02132   15.97374    6.00135    0.86926    6.24821    2.00000
 180.28632   -0.22913   23.39620   23.00814    0.36671    0.20240    6.87450    1.92743   -2.65296   -0.79646    2.00000
 180.18443    0.08554   21.12011   20.86860    0.20330    0.11220   43.80110    3.85356   -2.12003    1.37422    2.00000
 179.99525    0.33320   22.36532   22.09464    0.33324    0.18392   15.63143    7.45867   -0.50158    6.96069    2.00000
 179.98602    0.06459   23.61739   23.19476    0.06608    0.03647    5.93496   -2.05654   -0.54132    0.35857    2.00000
 179.94695   -0.01912   22.72240   22.41849    0.05640    0.03113   11.77518    0.22029   -3.17977   -2.42149    2.00000
 179.97084   -0.02528   23.54233   23.13182    0.03859    0.02130    6.25187   -1.84212    2.06002   -1.86883    2.00000
 180.03310   -0.04137   23.28190   22.91130    0.05298    0.02924    7.60543   -2.12450    0.40520   -0.76729    2.00000
 179.95547    0.02270   19.89760   19.40223    0.04997    0.02758  126.19437    0.95523   -2.42495   -1.40725    2.00000
 180.01024    0.06240   18.92754   18.38053    0.06324    0.03490  233.39720    2.34448   -0.39549    1.91426    2.00000
 180.04294    0.04701   23.30095   22.92744    0.06367    0.03514    7.47988   -1.57151   -0.47757   -2.45267    2.00000
 179.96689    0.00211   22.62714   22.33302    0.03318    0.01831   12.79290    0.15059    2.74997    3.52508    2.00000
 180.04768   -0.01303   22.46066   22.18220    0.04943    0.02728   14.58880   -3.10304    0.87572   -0.41475    2.00000
 180.58304    0.11438   21.88886   21.65318    0.59415    0.32794   22.97774    5.54066    0.14051    4.98932    2.00000
 179.86629   -0.00501   23.70744   23.26958    0.13381    0.07385    5.55827    1.83912    0.26092    2.41727    2.00000
 179.94865    0.04223   17.48933   16.81785    0.06648    0.03669  524.78705    1.04275   -0.71953    0.31017    2.00000
 179.95932    0.03870   20.85694   20.48361    0.05615    0.03099   58.45974    0.45731    0.62870    1.04754    2.00000
 180.01424   -0.01289   22.28470   22.02042    0.01920    0.01060   16.51529    1.68471    1.40784    2.87340    2.00000
 179.86839   -0.19219   23.13782   22.78623    0.23293    0.12856    8.57827   -0.05266    0.74419    3.09593    2.00000
 180.02718   -0.01803   22.81969   22.50547    0.03261    0.01800   10.76205   -5.12911    0.28172   -5.46295    2.00000
 179.98834   -0.01027   21.97903   21.73738    0.01554    0.00858   21.46786    1.96449    1.33629    3.22485    2.00000
 179.98198   -0.00095   21.12310   20.87223    0.01805    0.00996   43.66511    4.33985    0.34148    4.81711    2.00000
 179.95950    0.00124   20.84228   20.46044    0.04051    0.02236   59.65394   -1.76682   -1.86742   -3.58910    2.00000
 179.97046    0.02745   22.87935   22.55866    0.04032    0.02225   10.34832    2.26353    0.11097    5.25696    2.00000
 179.95894   -0.05220   22.65061   22.35412    0.06641    0.03665   12.54174    1.99907    2.59966    1.90090    2.00000
 179.95331   -0.01071   22.72489   22.42072    0.04790    0.02644   11.74862    0.06935    0.82610   -1.30952    2.00000
 179.95277    0.02224   23.27174   22.90256    0.05219    0.02881    7.67339    0.76951   -2.98160   -3.60494    2.00000
 180.00075   -0.07710   23.76993   23.32128    0.07710    0.04255    5.29799    2.64801   -1.40243   -0.89613    2.00000
 179.98305    0.07813   23.77470   23.32521    0.07995    0.04413    5.27820    7.89152   -2.28718    9.75984    2.00000
 180.05766    0.00316   22.51925   22.23560    0.05776    0.03188   13.95302    0.23781   -1.56393   -0.33199    2.00000
 180.00922    0.03144   22.16301   21.90861    0.03276    0.01808   18.39724   -4.65420    0.04835   -5.55843    2.00000
 179.92824   -0.08680   22.23072   21.97081    0.11263    0.06216   17.28194    0.80785    0.11686    1.83288    2.00000
 179.95352    0.13671   23.61900   23.19610    0.14440    0.07970    5.92821   -0.50503   -3.53383  -11.36981    2.00000
 179.89474   -0.07333   22.61410   22.32131    0.12829    0.07081   12.93243   -1.72952   -3.44104   -6.25304    2.00000
 180.21550    0.03250   22.50987   22.22705    0.21793    0.12028   14.05474    4.01295   -0.09796    4.08972    2.00000
 179.90425   -0.03193   22.13889   21.88657    0.10093    0.05571   18.79242    3.21805   -3.88333   -0.61433    2.00000
 180.03900   -0.15473   23.67377   23.24168    0.15957    0.08807    5.69872    0.83061   -0.20423   -5.45796    2.00000
 179.97108    0.00114   23.63345   23.20818    0.02894    0.01597    5.86740   -2.30263   -3.68205   -5.13036    2.00000
 179.97768   -0.00435   21.19694   20.95972    0.02275    0.01256   40.38617   -6.20748    1.25192   -4.36567    2.00000
 180.04666   -0.02093   22.66365   22.36583    0.05114    0.02822   12.40220    3.11165    0.32355    3.43110    2.00000
 180.02943    0.03774   21.07293   20.81096    0.04785    0.02641   45.96136   -0.07734    0.60310    0.55895    2.00000
 180.00861   -0.32027   23.41253   23.02198    0.32039    0.17683    6.80485   -3.62663   -1.44911   -7.01803    2.00000
 180.01642   -0.03020   23.45314   23.05635    0.03437    0.01897    6.63182   -4.18083   -0.72518   -2.20749    2.00000
 179.92256    0.00249   22.43722   22.16085    0.07748    0.04276   14.84311    1.60347    1.70069    2.67965    2.00000
 180.02382    0.01216   21.82082   21.58939    0.02675    0.01476   24.12160   -4.77420   -0.84121   -6.04010    2.00000
 180.10690   -0.11140   22.10621   21.85650    0.15440    0.08522   19.33179    1.83106   -0.16410    2.27906    2.00000
 179.96637   -0.05342   23.72990   23.28818    0.06312    0.03484    5.46464    2.37750   -1.51676    3.53727    2.00000
 180.02377   -0.02205   21.71390   21.48733    0.03242    0.01789   26.05784   -1.48168    0.33441   -2.08305    2.00000
 179.98392    0.00921   22.60627   22.31427    0.01853    0.01023   13.01615    4.40350    0.39451    4.70878    2.00000
 180.06725    0.05320   22.88717   22.56563    0.08574    0.04732   10.29408    0.01353    1.73099    1.93167    2.00000
 180.00426   -0.04410   22.62714   22.33302    0.04430    0.02445   12.79290    1.93574    2.16094    5.96211    2.00000
 180.01984    0.02804   23.35266   22.97125    0.03435    0.01896    7.13912   -6.04919    1.25985   -6.20786    2.00000
 180.01292   -0.02354   21.22256   20.98948    0.02686    0.01483   39.27087    2.54435   -0.35668    2.06253    2.00000
 180.00858    0.03327   21.88341   21.64807    0.03436    0.01896   23.06925    3.21690    1.69670    3.68267    2.00000
