#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 180.04289    0.02010   20.15282   19.67038    0.04737    0.02615  105.92553    1.88772    1.76459    3.48223    2.00000
 180.09499   -0.08698   23.41253   23.02198    0.12878    0.07108    6.80485    2.01307    0.18969    6.14670    2.00000
 180.01228   -0.06816   23.33633   22.95742    0.06926    0.03823    7.24673    5.23854   -0.52858    4.43385    2.00000
 180.05469   -0.01164   20.89663   20.55165    0.05592    0.03086   55.67942    4.43584    0.01036    4.64246    2.00000
 180.90102    0.29573   23.61418   23.19208    0.94830    0.52343    5.94847   -4.33648    2.62612   -1.70830    2.00000
 179.94553    0.14698   23.19859   22.83906    0.15675    0.08651    8.16734   -8.43284    0.27418   -3.37641    2.00000
 179.99287    0.00263   22.64540   22.34943    0.00760    0.00419   12.59755   -5.08866   -1.58475   -7.37416    2.00000
 179.99715    0.00435   22.89239   22.57028    0.00520    0.00287   10.25791   -3.09564    2.15049    4.58763    2.00000
 179.89922    0.01891   22.84023   22.52379    0.10254    0.05660   10.61955    6.01905   -2.16284    7.57517    2.00000
 179.90871    0.19867   22.62192   22.32834    0.21864    0.12067   12.84871    2.14723   -1.31241    2.12059    2.00000
 179.98819   -0.02404   23.57080   23.15585    0.02679    0.01478    6.13088   -0.28737   -4.08477  -10.07777    2.00000
 180.02332    0.01675   23.32272   22.94589    0.02870    0.01584    7.33640   -0.59483   -0.02595    5.79079    2.00000
 179.98242    0.00065   23.19859   22.83906    0.01759    0.00971    8.16734    2.25635    0.53296    1.37123    2.00000
 180.19339   -0.01951   23.54233   23.13182    0.19437    0.10728    6.25187    1.01819   -0.20710    2.49233    2.00000
 179.98456    0.04611   22.92630   22.60050    0.04863    0.02684   10.02285   -0.24050   -0.63615   -6.12671    2.00000
 180.05171   -0.03393   22.35331   22.08359    0.06184    0.03413   15.76309   -1.13193    1.34239    0.62017    2.00000
 180.03148   -0.01379   23.13542   22.78413    0.03437    0.01897    8.59459    0.47067    2.07084    0.20812    2.00000
 179.82448    0.02636   23.72241   23.28198    0.17749    0.09796    5.49585    2.79445   -0.63226    6.12369    2.00000
 179.96304   -0.00559   23.56125   23.14782    0.03738    0.02063    6.17127    1.87434   -2.04127    1.98168    2.00000
 179.96513    0.01052   23.81518   23.35863    0.03641    0.02010    5.10997   -1.08781   -1.43851    0.01980    2.00000
 179.96684    0.02040   21.45025   21.22834    0.03892    0.02148   32.87038   -2.82902    3.55450    0.19607    2.00000
 180.01740   -0.04044   23.81518   23.35863    0.04402    0.02430    5.10997   -4.44798   -2.00483   -7.65555    2.00000
 180.02888    0.00259   22.91847   22.59353    0.02899    0.01600   10.07709   -2.48170   -3.07966   -8.12666    2.00000
 180.07469    0.06056   23.60614   23.18537    0.09616    0.05307    5.98225   -1.48382   -2.99973   -4.91030    2.00000
 180.00392    0.01792   23.60132   23.18134    0.01834    0.01012    6.00252   -0.41488    1.63163    2.27652    2.00000
 180.00642    0.00436   23.57723   23.16121    0.00776    0.00428    6.10386    0.39455    1.87108    4.29074    2.00000
 180.01288   -0.10376   22.81720   22.50324    0.10456    0.05771   10.77940   -7.88624   -0.18725   -4.34705    2.00000
