#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.89349   -0.02582   22.14547   21.89258    0.10958    0.06048   18.68465   -4.89160    2.06177   -2.95532    2.00000
 180.02094    0.00909   20.92523   20.59842    0.02282    0.01259   53.92655   -2.84505   -0.28832   -2.40126    2.00000
 179.90015    0.00643   21.06046   20.79452    0.10007    0.05523   46.57759   -4.02425    1.15336   -2.85737    2.00000
 180.00803    0.01955   19.82519   19.32636    0.02113    0.01166  132.88126    2.81883    0.30198    3.20292    2.00000
 180.02112   -0.00738   23.16690   22.81154    0.02237    0.01235    8.38138   -0.37009    0.77315   -1.18800    2.00000
 180.00117    0.03270   20.86091   20.49041    0.03272    0.01806   58.10911   -2.49937    0.15528   -2.82939    2.00000
 179.95836    0.03339   21.40852   21.18570    0.05337    0.02946   33.99195   -0.43419    1.81342    1.00168    2.00000
 179.96289   -0.03682   21.08726   20.82868    0.05228    0.02885   45.29705   -1.59597    0.69176   -0.90322    2.00000
 179.97491    0.06209   22.39652   22.12339    0.06697    0.03696   15.28912   -4.15664   -0.84494   -4.81252    2.00000
 180.02728    0.01430   22.68974   22.38927    0.03081    0.01700   12.12314    0.41168   -1.20869    0.23351    2.00000
 180.07413    0.05359   22.51222   22.22919    0.09147    0.05048   14.02931   -1.11907    1.22409   -0.06242    2.00000
 180.05341    0.11331   21.91063   21.67359    0.12527    0.06914   22.61171    0.82351    1.11377    1.16445    2.00000
 179.99438   -0.03628   22.35331   22.08359    0.03672    0.02027   15.76309    6.36399   -2.30313    5.65263    2.00000
 179.62692    0.17033   21.26078   21.03068    0.41012    0.22636   38.06978    7.79523    2.48863    9.93605    2.00000
 179.99713    0.03356   23.48557   23.08379    0.03369    0.01859    6.49365    0.51327    3.89608    1.07350    2.00000
 179.86852   -0.05518   21.44503   21.22301    0.14260    0.07870   33.01057   -2.66229   -2.66687   -4.78036    2.00000
 179.96133   -0.04692   22.71741   22.41403    0.06080    0.03356   11.82829   -2.11591   -0.63545   -2.41616    2.00000
 180.10994   -0.01142   23.38804   23.00123    0.11053    0.06101    6.90933    0.14597   -0.62466   -0.82659    2.00000
 180.02538   -0.04761   22.02014   21.77565    0.05395    0.02978   20.78155    1.97020   -0.53781    1.02985    2.00000
 180.02838    0.02584   23.42341   23.03119    0.03838    0.02118    6.75847    2.33419    0.50264    2.11794    2.00000
 180.11740   -0.07477   23.72803   23.28663    0.13918    0.07682    5.47245   -2.31261    1.28191   -4.51239    2.00000
 179.81682   -0.08330   22.87935   22.55866    0.20123    0.11106   10.34832   -2.42073   -2.49745   -6.82342    2.00000
 179.75601    0.11755   22.58541   22.29553    0.27083    0.14948   13.23941   -0.38553    1.02602    0.53751    2.00000
 179.92168   -0.03303   23.62864   23.20415    0.08501    0.04692    5.88767   -1.78506   -0.89738   -3.04519    2.00000
 179.99251    0.03085   21.65039   21.42609    0.03175    0.01752   27.66861   -6.25287   -4.01695   -9.48535    2.00000
 179.97453    0.00201   22.80223   22.48986    0.02554    0.01410   10.92537    3.02660   -3.29463   -1.93469    2.00000
 179.97557    0.05013   23.14262   22.79042    0.05577    0.03078    8.54564   -3.46537   -0.46919   -0.66593    2.00000
 180.01160    0.04456   23.65131   23.22309    0.04604    0.02541    5.79235   -4.73938    2.46458    5.22775    2.00000
 179.89355    0.10214   23.54233   23.13182    0.14753    0.08142    6.25187    1.40284    0.09688    1.14863    2.00000
 180.00244   -0.02053   21.15445   20.91033    0.02067    0.01141   42.23740   -3.74555   -2.24431   -5.93983    2.00000
 179.93211   -0.07365   22.71990   22.41626    0.10016    0.05528   11.80173   -4.09429   -3.04386   -8.64731    2.00000
 179.58720   -0.01728   20.92630   20.60018    0.41315    0.22803   53.86068    7.87699   -0.71711    6.97445    2.00000
 179.98219   -0.09318   22.68974   22.38927    0.09487    0.05236   12.12314    8.34040    4.20105   11.41765    2.00000
 179.96152   -0.06508   22.37012   22.09907    0.07560    0.04173   15.57877    1.35055   -0.65386   -0.31335    2.00000
 180.06297    0.08555   21.63260   21.40897    0.10623    0.05863   28.11913    0.11459   -3.83720   -3.93914    2.00000
 179.93085    0.55148   23.15227   22.79884    0.55580    0.30677    8.48017    3.78583    0.85941    4.40846    2.00000
 179.97820    0.02886   22.64279   22.34708    0.03617    0.01996   12.62546   -0.76863   -0.97127   -2.32696    2.00000
 180.01170   -0.00880   23.80566   23.35076    0.01464    0.00808    5.14955    0.51501   -2.85054    4.92985    2.00000
 180.14735   -0.14372   23.39348   23.00584    0.20583    0.11360    6.88611   -6.32664   -2.31772   -6.54317    2.00000
 179.99838   -0.05225   23.42070   23.02890    0.05228    0.02885    6.77002   -1.60750    3.94414   -0.99062    2.00000
 180.07935    0.06501   23.06101   22.71909    0.10257    0.05661    9.10044    1.02825   -1.18536    1.14092    2.00000
 179.95656   -0.02856   18.03082   17.41530    0.05199    0.02869  389.00940    3.24017    0.99749    4.25230    2.00000
 180.00151    0.07914   22.93412   22.60748    0.07916    0.04369    9.96860    0.02444   -2.47437   -3.44917    2.00000
 180.02153   -0.00107   20.26939   19.79342    0.02156    0.01190   97.51010   -5.81274   -0.64147   -6.33635    2.00000
 180.10970    0.05065   22.28470   22.02042    0.12083    0.06669   16.51529    2.34059    1.30961    4.91580    2.00000
 180.02853   -0.03623   23.12822   22.77783    0.04612    0.02545    8.64354   -6.12332    1.77299   -2.95861    2.00000
 179.88692    0.04570   22.15753   21.90360    0.12196    0.06731   18.48706   -2.57240    0.81776   -1.47053    2.00000
 179.97424   -0.01091   21.51687   21.29639    0.02798    0.01544   31.08026    0.47816    0.31913    1.11973    2.00000
 179.90456    0.08524   21.93245   21.69400    0.12796    0.07062   22.24568   -2.20374   -1.16123   -4.15607    2.00000
 180.05292    0.02153   22.26927   22.00624    0.05712    0.03153   16.68408   -6.89365    2.45374   -3.28088    2.00000
 180.11649    0.00083   23.32272   22.94589    0.11648    0.06429    7.33640   -3.00923    0.92858   -4.81560    2.00000
 179.95821   -0.00366   22.59845   22.30724    0.04196    0.02316   13.09987   -3.32028   -0.03410   -3.39208    2.00000
 180.00996    0.01747   23.50179   23.09751    0.02012    0.01110    6.42457   -3.15279   -4.44550   -6.01191    2.00000
 180.08578    0.02434   23.75565   23.30949    0.08917    0.04922    5.35737    0.45976    0.54549   -1.40541    2.00000
 180.00703   -0.00891   21.70596   21.47967    0.01135    0.00627   26.25919   -0.73711   -0.77126   -2.07778    2.00000
 179.88693   -0.05813   22.40372   22.13003    0.12714    0.07017   15.21013    0.82385   -0.63567    0.26104    2.00000
 179.90100    0.09215   22.99426   22.66067    0.13525    0.07465    9.55489    1.07215   -1.99174   -4.16744    2.00000
 179.99577    0.00605   23.21566   22.85388    0.00738    0.00407    8.05208    2.38120    1.18079    6.35243    2.00000
 179.92586    0.04192   23.20347   22.84329    0.08517    0.04701    8.13441   -1.32303   -3.01846   -4.90214    2.00000
 180.17564    0.04542   22.70992   22.40734    0.18142    0.10013   11.90796    6.51533   -0.51785    5.75169    2.00000
 180.03056    0.00760   23.18397   22.82636    0.03150    0.01739    8.26612    0.94062    2.71834    5.45837    2.00000
 180.06071   -0.02810   22.74734   22.44079    0.06690    0.03693   11.50961   -2.59664   -2.69851   -5.71168    2.00000
 179.96219    0.00651   23.83185   23.37239    0.03837    0.02118    5.04069   -2.20724   -3.11434  -13.81842    2.00000
 179.99841   -0.04251   20.82746   20.43715    0.04254    0.02348   60.85390   -5.06715    1.58896   -3.62890    2.00000
 180.02548    0.03214   23.68125   23.24788    0.04102    0.02264    5.66751   -3.06067   -2.36416  -10.28856    2.00000
 180.02135   -0.09622   18.27315   17.67768    0.09856    0.05440  340.78500    2.13816   -0.75461    1.34634    2.00000
 179.97116   -0.17245   21.49157   21.27056    0.17485    0.09650   31.75970    2.58831   -5.18827   -2.53925    2.00000
 180.04533    0.19669   23.71867   23.27888    0.20185    0.11141    5.51146    6.51022    1.85315    8.21352    2.00000
 179.93562   -0.02574   22.51925   22.23560    0.06934    0.03827   13.95302    2.24877   -0.22089    3.79440    2.00000
 180.43761    0.15936   22.13889   21.88657    0.46572    0.25705   18.79242   -0.71311    0.69569    0.65599    2.00000
 180.07953   -0.15323   23.61739   23.19476    0.17264    0.09529    5.93496   -6.10288   -0.88505   -3.18499    2.00000
 180.00935    0.01446   23.30095   22.92744    0.01722    0.00951    7.47988   -0.67895    1.22475   -3.19133    2.00000
 179.97917   -0.07086   21.10219   20.84683    0.07385    0.04076   44.61708    3.15922   -0.26911    3.08501    2.00000
 179.98943   -0.00904   20.03713   19.54868    0.01391    0.00768  114.24842   -0.39525    0.17140   -0.45657    2.00000
 180.04964   -0.00239   21.01805   20.73861    0.04969    0.02743   48.67277    0.74820   -1.16885   -0.48912    2.00000
 180.07922    0.02188   22.34851   22.07917    0.08219    0.04536   15.81575    2.72284   -0.13420    2.63178    2.00000
 179.88838    0.08911   23.45854   23.06092    0.14282    0.07883    6.60879   -1.96220    1.31616    4.17133    2.00000
 179.94759   -0.01951   21.71919   21.49243    0.05593    0.03087   25.92361   -2.41979   -3.43168   -5.46915    2.00000
 179.93970    0.05137   22.53800   22.25268    0.07922    0.04372   13.74957    1.49174    0.32046    1.91677    2.00000
 180.02937    0.00459   21.97903   21.73738    0.02974    0.01642   21.46786   -3.89432   -3.10747   -7.31365    2.00000
 180.00774   -0.01056   16.65967   15.92304    0.01309    0.00722  804.19324    2.05941   -0.76558    1.26902    2.00000
 180.02025    0.07052   22.52628   22.24200    0.07337    0.04050   13.87672   -1.30295    0.88422    0.67082    2.00000
 180.04437   -0.00573   22.16630   21.91162    0.04475    0.02470   18.34335    0.11196    0.35167    0.92247    2.00000
 180.02196    0.03035   21.29516   21.06731    0.03745    0.02067   37.10630   -2.08584    0.22886   -2.03985    2.00000
 180.01524   -0.02754   22.68452   22.38458    0.03148    0.01737   12.17895   -5.51135   -1.13905   -9.71214    2.00000
 179.87389    0.05967   22.76730   22.45863    0.13953    0.07701   11.29716   -3.37324   -1.43847   -6.30640    2.00000
 179.96667   -0.09793   21.16095   20.91792    0.10344    0.05709   41.95295    2.98819   -1.54531    1.30421    2.00000
 179.98523    0.04401   23.42070   23.02890    0.04642    0.02562    6.77002   -0.09649   -1.14176   -2.17909    2.00000
 179.95157    0.17339   21.05048   20.78136    0.18002    0.09936   47.07057    0.56759    1.38884    1.95664    2.00000
 180.02290   -0.02812   23.72428   23.28353    0.03627    0.02002    5.48805    0.63458   -0.89620    3.29646    2.00000
 180.20847   -0.18792   21.02429   20.74683    0.28066    0.15491   48.36465   -0.63015   -3.36907   -3.85387    2.00000
 180.00618    0.01178   22.95760   22.62840    0.01330    0.00734    9.80587   -0.13361    1.25904    3.21788    2.00000
 180.10716    0.10267   23.45044   23.05406    0.14840    0.08191    6.64333    1.19105   -0.21929   -0.11590    2.00000
 180.04691    0.00062   22.17417   21.91883    0.04690    0.02589   18.21397    0.63047    0.61536    0.00144    2.00000
 180.03339   -0.22125   21.54305   21.32290    0.22376    0.12350   30.38316    0.34766    5.79741    6.75549    2.00000
 179.99734    0.03396   22.62453   22.33068    0.03407    0.01880   12.82081   -0.44624   -1.36231   -2.20133    2.00000
 179.95113    0.05046   19.80270   19.30292    0.07025    0.03877  134.94675    1.63346    5.05542    6.62938    2.00000
 180.00740   -0.02962   21.61703   21.39400    0.03053    0.01685   28.51287   -5.46396   -1.82078   -6.44004    2.00000
 180.02460   -0.01331   22.73737   22.43187    0.02797    0.01544   11.61584    7.40426    0.77796    5.77278    2.00000
 179.98065    0.11592   23.50719   23.10209    0.11752    0.06486    6.40154    5.25462    1.70953    0.46051    2.00000
 180.01378   -0.03720   23.36899   22.98509    0.03967    0.02190    7.03151    3.82961    1.34350    5.60703    2.00000
 179.88785    0.07878   23.81518   23.35863    0.13705    0.07564    5.10997   -3.81821    0.43410   -2.67947    2.00000
 180.05147   -0.00213   23.70370   23.26648    0.05152    0.02843    5.57388    1.24802   -2.73150    1.59821    2.00000
 180.00993   -0.01330   22.02836   21.78330    0.01660    0.00916   20.64429   -2.54824    1.60268   -0.93175    2.00000
 180.04916   -0.01823   21.24510   21.01394    0.05244    0.02895   38.50999   -2.59211   -0.60204   -3.42185    2.00000
 179.95634    0.06757   21.26078   21.03068    0.08045    0.04440   38.06978   -2.62511   -0.46545   -2.65628    2.00000
 180.02373    0.02371   22.53097   22.24628    0.03353    0.01851   13.82586    3.59272    2.17687    7.20213    2.00000
 180.02364    0.00026   22.95760   22.62840    0.02364    0.01305    9.80587   -2.62196   -1.63128   -4.05551    2.00000
