#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.90875   -0.10675   23.08741   22.74217    0.14044    0.07751    8.92095   -1.02362   -3.92101   -5.01980    2.00000
 180.00890   -0.01324   22.38692   22.11455    0.01594    0.00880   15.39445   -0.71042    1.47972    1.66254    2.00000
 180.01056   -0.05725   23.67751   23.24478    0.05822    0.03213    5.68312   -2.14613    0.26327   -1.04925    2.00000
 179.98830   -0.03703   23.80804   23.35273    0.03884    0.02143    5.13965   -1.81166    0.20038   -3.07754    2.00000
 179.97784   -0.06625   23.49638   23.09294    0.06986    0.03856    6.44760    0.31853    1.08641    0.12619    2.00000
 180.09534   -0.14836   22.47003   22.19075    0.17635    0.09733   14.48707   -2.67156    0.15842   -2.65481    2.00000
 180.01245   -0.02207   23.06821   22.72539    0.02534    0.01399    9.05149   -5.18229   -0.43675   -5.39478    2.00000
 180.02759   -0.05683   22.17674   21.92119    0.06317    0.03487   18.17160    6.71513   -2.43944    3.81029    2.00000
 179.99136    0.01025   21.27089   21.04145    0.01341    0.00740   37.78640   -5.97421    1.64918   -3.89748    2.00000
 179.98657    0.12310   22.76481   22.45640    0.12382    0.06834   11.32371    2.66837   -2.16680   -0.96557    2.00000
 180.01653   -0.03091   21.80721   21.57663    0.03504    0.01934   24.35037   -0.94912    2.62299    1.05137    2.00000
 179.97037   -0.09091   23.63506   23.20952    0.09562    0.05277    5.86065    6.65122    0.18529    6.45435    2.00000
 179.90356    0.04260   20.98032   20.68430    0.10542    0.05818   50.70825   -0.92681    1.47925    0.74655    2.00000
 180.06151   -0.00158   23.29006   22.91822    0.06153    0.03396    7.55162   -3.74918   -0.38629   -6.39905    2.00000
 179.70428    0.15997   23.81518   23.35863    0.33622    0.18557    5.10997   -0.69074    0.02386   -6.65191    2.00000
 179.95877    0.00121   22.41332   22.13887    0.04125    0.02276   15.10480   -0.65532   -2.26323   -3.17257    2.00000
 180.00288   -0.06028   22.16410   21.90961    0.06035    0.03331   18.37928   -3.74721   -2.26830   -4.78605    2.00000
 180.02682   -0.04471   21.83987   21.60725    0.05214    0.02878   23.80132   -4.05502   -3.99481   -8.05805    2.00000
 180.17871   -0.27619   22.32691   22.05926    0.32896    0.18156   16.05273   -4.18933   -2.58511   -5.74188    2.00000
 179.95360   -0.24385   21.63649   21.41271    0.24822    0.13700   28.02069   -4.45714   -2.35032   -8.13931    2.00000
 179.98326    0.04816   22.15533   21.90160    0.05099    0.02814   18.52298    4.78266    1.07429    4.50788    2.00000
 180.08646    0.05249   20.35094   19.88008    0.10115    0.05583   91.58354    1.93283    0.97772    2.73151    2.00000
 179.98631   -0.23393   23.12342   22.77364    0.23433    0.12933    8.67618    3.25916   -2.87333   -0.89165    2.00000
 179.98466   -0.00838   21.16866   20.92688    0.01746    0.00964   41.61721    4.55316    3.60252    8.83001    2.00000
 179.99753    0.00396   21.98451   21.74248    0.00467    0.00258   21.37635   -0.09951    1.87634    2.59281    2.00000
 179.97514    0.06992   22.03384   21.78841    0.07421    0.04096   20.55278    1.40751    0.46092    1.58140    2.00000
 179.98802    0.01255   23.30367   22.92975    0.01735    0.00958    7.46195    1.13909    0.17012    1.74823    2.00000
 180.04868   -0.01838   23.04901   22.70860    0.05203    0.02871    9.18203    1.87107    1.39817    6.04488    2.00000
 179.95357   -0.02610   23.59169   23.17329    0.05327    0.02940    6.04306   -5.85674   -1.42650   -7.68614    2.00000
 179.96732    0.00950   23.69809   23.26183    0.03403    0.01878    5.59729    2.47588   -1.18746    3.97070    2.00000
 179.97432   -0.06989   20.80801   20.40659    0.07446    0.04110   62.42884   -4.54460    2.76641   -1.95359    2.00000
 180.01868   -0.05696   22.41812   22.14329    0.05994    0.03308   15.05214   -4.55675    0.19664   -3.32359    2.00000
 179.80710    0.24359   22.42052   22.14550    0.31072    0.17150   15.02581   -1.56776    1.74795    0.13950    2.00000
 180.03543    0.02693   22.95760   22.62840    0.04450    0.02456    9.80587    2.22290   -0.30542   -0.05996    2.00000
 180.10503    0.12123   23.68873   23.25408    0.16040    0.08853    5.63630   -4.83575   -3.06486  -14.66468    2.00000
 180.03107   -0.00890   22.31971   22.05263    0.03232    0.01784   16.13173   -2.72240   -0.05082   -1.38303    2.00000
 179.90556    0.03844   23.68873   23.25408    0.10196    0.05627    5.63630   -0.27647   -0.14412   -0.70927    2.00000
 179.98180    0.03572   21.74036   21.51284    0.04009    0.02213   25.49422   -2.13905   -1.44798   -3.52693    2.00000
 180.07054   -0.19417   21.74830   21.52050    0.20658    0.11402   25.35696   -5.63936    0.69633   -4.53038    2.00000
 179.99942    0.03621   23.79613   23.34290    0.03621    0.01999    5.18913   -3.12639   -3.15112   -0.79874    2.00000
 179.95451    0.01301   21.33560   21.11040    0.04731    0.02611   35.97279   -4.53639    0.26961   -3.40149    2.00000
 179.84927   -0.10291   22.61671   22.32365    0.18250    0.10072   12.90453    2.22057    1.42108    5.50515    2.00000
 180.03377    0.03428   22.67409   22.37521    0.04812    0.02656   12.29058    0.20937    0.17321    0.63331    2.00000
 180.15202    0.04408   21.64775   21.42354    0.15828    0.08736   27.73573    2.23733    2.82820    5.24817    2.00000
 179.95216    0.00360   23.63827   23.21221    0.04797    0.02647    5.84713    1.76323    1.36885   10.03517    2.00000
 179.96973   -0.07625   22.36532   22.09464    0.08205    0.04528   15.63143   -0.70954    2.96019    2.21457    2.00000
 180.05038   -0.01963   21.93245   21.69400    0.05407    0.02984   22.24568   -1.49922   -0.92082   -2.22633    2.00000
 180.02322    0.01884   23.42611   23.03348    0.02991    0.01651    6.74695   -3.29889    1.95827  -12.23871    2.00000
 180.01971   -0.06978   22.43722   22.16085    0.07251    0.04002   14.84311   -5.22210   -0.50354   -4.84013    2.00000
 180.16154    0.07664   22.24614   21.98498    0.17881    0.09869   17.02775    0.20253   -0.74137   -1.96433    2.00000
 180.05309    0.05730   23.79137   23.33897    0.07810    0.04311    5.20893   -3.34117    2.67262   -7.84335    2.00000
 179.94638    0.00623   23.74674   23.30213    0.05398    0.02979    5.39442    0.92530    0.95120    0.85198    2.00000
 179.89612   -0.02000   23.24492   22.87928    0.10579    0.05839    7.85450    0.49806    3.60192    4.42752    2.00000
 179.91312    0.06031   23.06581   22.72329    0.10576    0.05837    9.06781    3.12840    1.52952    6.40907    2.00000
 180.10751   -0.07127   23.81280   23.35666    0.12900    0.07120    5.11986   -1.32089   -5.48214  -20.00664    2.00000
 180.00693   -0.05562   21.22256   20.98948    0.05605    0.03093   39.27087   -1.63152    0.21846   -1.84782    2.00000
 180.01830    0.00246   21.47894   21.25765    0.01845    0.01019   32.09929    1.46894    3.58512    4.35426    2.00000
 179.97598   -0.08535   21.66892   21.44395    0.08867    0.04894   27.19880   -3.69849   -1.22481   -5.22539    2.00000
 179.96313   -0.04380   22.97164   22.64082    0.05725    0.03160    9.70925   -2.40024    1.27271    0.15599    2.00000
 180.05464   -0.40773   22.62975   22.33537    0.41138    0.22705   12.76499   -4.21419   -0.47197   -1.85589    2.00000
 179.99437    0.11312   23.36082   22.97817    0.11326    0.06251    7.08531    1.10931   -2.10591  -11.18960    2.00000
 180.01051    0.00871   23.06821   22.72539    0.01366    0.00754    9.05149    2.58632    0.71330    1.27430    2.00000
 180.05083   -0.01370   22.65061   22.35412    0.05265    0.02906   12.54174    1.50842   -2.04128   -2.20901    2.00000
 180.08438   -0.05145   22.91065   22.58656    0.09883    0.05454   10.13134    4.36662   -0.00763    5.22995    2.00000
 180.04578   -0.04539   23.21078   22.84964    0.06447    0.03558    8.08501    2.88904   -0.13498    6.07813    2.00000
 179.94717    0.05981   23.42341   23.03119    0.07979    0.04404    6.75847   -3.46774   -0.19701   -3.94630    2.00000
