#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.99738    0.08504   23.78422   23.33307    0.08508    0.04696    5.23861    4.88477    0.17306    7.59783    2.00000
 180.00967    0.00821   21.91879   21.68124    0.01268    0.00700   22.47445    3.73736   -1.56358    1.57362    2.00000
 180.01379    0.02739   23.66628   23.23548    0.03067    0.01693    5.72993   -5.12058   -1.44749   -3.52558    2.00000
 180.02113   -0.00420   22.97810   22.64649    0.02155    0.01189    9.66515   -2.28851   -0.54439   -4.90541    2.00000
 180.01562   -0.02630   21.36418   21.14040    0.03059    0.01688   35.18363    1.92203   -1.63580    0.34076    2.00000
 179.99634   -0.01492   23.21322   22.85176    0.01536    0.00848    8.06855    2.65312    1.17181    3.69265    2.00000
 180.00204    0.05754   22.70244   22.40065    0.05758    0.03178   11.98763    2.62534   -1.79121   -1.65096    2.00000
 179.99626   -0.02147   23.72616   23.28508    0.02179    0.01203    5.48025    2.16474    2.50147    1.06641    2.00000
 180.19312    0.05768   23.52341   23.11581    0.20155    0.11124    6.33246   -5.35963    1.69213   -1.39999    2.00000
 179.94926   -0.00309   22.88196   22.56098    0.05082    0.02805   10.33024    2.40640   -1.97287    2.83169    2.00000
 179.98012   -0.00443   22.70244   22.40065    0.02037    0.01124   11.98763   -0.52718   -2.44772   -2.63781    2.00000
 179.99261   -0.04063   23.64470   23.21757    0.04130    0.02279    5.82011    3.37615   -1.25409    6.88261    2.00000
 179.96381    0.01561   23.42070   23.02890    0.03942    0.02176    6.77002    2.70035   -2.92705   -3.23967    2.00000
 179.98138    0.01158   22.80722   22.49432    0.02192    0.01210   10.87225   -1.10278    1.30912    6.01680    2.00000
 179.99547   -0.00060   18.92962   18.38274    0.00457    0.00252  233.09261    0.68921   -1.86597   -1.19377    2.00000
 180.02954    0.00271   23.50449   23.09980    0.02967    0.01637    6.41306    2.35357   -1.95875    5.96120    2.00000
 180.04591   -0.04674   23.79613   23.34290    0.06552    0.03616    5.18913   -1.87172    1.81840   -2.84272    2.00000
 180.10896    0.01268   23.27418   22.90468    0.10970    0.06054    7.65693    6.45532   -1.63353    8.24079    2.00000
 180.04755    0.00924   21.95163   21.71186    0.04842    0.02673   21.92540   -4.45608    1.16270   -5.83802    2.00000
 179.99149    0.08214   21.84259   21.60980    0.08258    0.04558   23.75556   -4.48449    2.12089   -2.60709    2.00000
 179.97981   -0.04442   22.03932   21.79351    0.04879    0.02693   20.46127    1.62264    1.13536    2.85573    2.00000
 180.05556   -0.01103   23.06581   22.72329    0.05664    0.03126    9.06781    2.07989   -0.22519    5.59855    2.00000
 179.96463   -0.05170   22.66626   22.36818    0.06264    0.03457   12.37430   -0.39700   -1.65432   -0.41289    2.00000
 180.02798   -0.00689   21.16095   20.91792    0.02883    0.01591   41.95295   -1.01746   -1.19456   -2.72884    2.00000
 180.01094   -0.05711   20.85694   20.48361    0.05815    0.03210   58.45974   -4.93428    1.18033   -3.17679    2.00000
 180.02745    0.02438   23.25467   22.88774    0.03672    0.02027    7.78864   -0.31950   -0.67595    0.73746    2.00000
 180.00894    0.01913   22.78227   22.47202    0.02112    0.01166   11.13782   -1.03516   -7.55556   -9.11342    2.00000
 179.99469    0.07788   23.00396   22.66917    0.07806    0.04309    9.48874    2.25883   -0.41612   -1.57760    2.00000
 180.00763    0.01776   22.62975   22.33537    0.01933    0.01067   12.76499   -2.22777    1.61484   -3.33785    2.00000
 179.79987    0.10155   23.35538   22.97356    0.22443    0.12387    7.12118   -4.01336   -0.49716   -2.87675    2.00000
 179.88470    0.09864   21.95985   21.71952    0.15174    0.08375   21.78814    0.02451   -1.69195   -2.23206    2.00000
 179.96069    0.03746   23.73925   23.29593    0.05430    0.02997    5.42563   -0.23728    3.17544    1.97140    2.00000
 180.01573    0.03386   22.93412   22.60748    0.03734    0.02061    9.96860    3.91371    1.56470    5.56416    2.00000
 180.01184    0.05116   19.17254   18.64132    0.05251    0.02898  201.31172    5.97154   -0.48165    5.39543    2.00000
 179.96443   -0.06325   22.19473   21.93773    0.07256    0.04005   17.87505   -7.18320   -0.73461   -7.56716    2.00000
 180.03156   -0.08641   22.96281   22.63305    0.09199    0.05077    9.76970   -2.87497   -1.33654   -2.68571    2.00000
 180.36951    0.12711   23.61096   23.18939    0.39075    0.21567    5.96198   -3.56044    0.11788   -4.50767    2.00000
 180.00626    0.00566   20.33250   19.86027    0.00843    0.00466   92.93818    0.06744    2.67453    2.60718    2.00000
 179.95172    0.01171   22.58541   22.29553    0.04968    0.02742   13.23941    5.07631    0.35398    3.12841    2.00000
 180.00819    0.06488   21.95163   21.71186    0.06539    0.03609   21.92540    3.01868   -1.89640    2.27183    2.00000
 179.94006    0.01232   21.71654   21.48988    0.06118    0.03377   25.99072   -2.13586    2.14622   -0.34662    2.00000
