#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.94093   -0.02953   23.24004   22.87504    0.06604    0.03645    7.88743    5.46115   -0.49716    4.43038    2.00000
 180.00105   -0.06657   22.47472   22.19502    0.06657    0.03674   14.43621   -0.82923   -0.16954   -0.02786    2.00000
 179.96622   -0.01470   23.14742   22.79462    0.03684    0.02034    8.51300    1.01279    1.64745    1.51034    2.00000
 179.98808    0.05424   23.22054   22.85811    0.05554    0.03065    8.01915   -2.00627   -0.46624   -5.30688    2.00000
 180.03113   -0.00902   23.33361   22.95511    0.03241    0.01789    7.26466   -9.31580    1.95521   -6.31808    2.00000
 179.94511   -0.05692   21.07044   20.80767    0.07907    0.04364   46.08461    0.03875    0.65675    0.56238    2.00000
 179.99921    0.01285   21.38243   21.15905    0.01287    0.00711   34.69294    2.68917   -1.76333    1.20064    2.00000
 179.98048   -0.11359   23.44503   23.04949    0.11525    0.06361    6.66636    6.06450    2.31020    5.19449    2.00000
 179.98618   -0.03593   21.17124   20.92986    0.03849    0.02125   41.50530    2.83471   -2.08115    1.00256    2.00000
 180.03046    0.03187   23.82947   23.37042    0.04409    0.02433    5.05059    0.39821    3.84304    2.77491    2.00000
 180.01007    0.05073   23.13062   22.77993    0.05172    0.02855    8.62723    0.40593    2.92420    4.23412    2.00000
 179.99876    0.09973   21.97081   21.72972    0.09974    0.05505   21.60512   -0.51386    2.28273    2.55314    2.00000
 179.99437    0.01928   23.40981   23.01967    0.02009    0.01109    6.81646   -0.13422    1.16364    6.98937    2.00000
 179.96530   -0.04451   23.17909   22.82212    0.05644    0.03115    8.29905   -2.13265   -1.37321   -7.87843    2.00000
 180.01810   -0.02668   22.20244   21.94482    0.03224    0.01779   17.74795   -1.70053    0.93899   -0.10205    2.00000
 180.07307   -0.08490   23.26198   22.89410    0.11202    0.06182    7.73925   -1.70167   -0.30329   -2.28466    2.00000
 179.97652   -0.00950   23.20347   22.84329    0.02534    0.01399    8.13441   -2.12772   -2.86872   -4.51292    2.00000
 179.94823   -0.07754   23.52881   23.12038    0.09323    0.05146    6.30943    2.65585    0.06066    0.10821    2.00000
 180.07872   -0.13221   22.83501   22.51914    0.15387    0.08493   10.65572    0.59697    1.52783   -0.06504    2.00000
 179.99153    0.12519   23.46665   23.06778    0.12547    0.06925    6.57425   -0.52555   -0.40617    1.21066    2.00000
 179.85922   -0.05511   23.43422   23.04034    0.15117    0.08343    6.71241   -0.64085    0.62178    3.97973    2.00000
 180.03835    0.02651   22.40852   22.13445    0.04662    0.02573   15.15746    2.08641    1.64570    3.59884    2.00000
 180.03314    0.02389   23.71306   23.27423    0.04085    0.02255    5.53487    8.29737   -0.21466   11.68481    2.00000
 179.86168    0.04460   23.42881   23.03577    0.14534    0.08021    6.73544    0.77840   -0.14002   -5.01258    2.00000
 179.96100    0.03026   23.70183   23.26493    0.04936    0.02724    5.58168   -6.33734   -0.50395   -6.34688    2.00000
 180.03387    0.04284   21.89158   21.65573    0.05461    0.03014   22.93199  -10.33844    1.59714   -9.93654    2.00000
 180.10670    0.05695   19.49707   18.98354    0.12096    0.06676  163.46515   -2.64871    0.27637   -2.25831    2.00000
 179.96964   -0.00372   21.62092   21.39774    0.03059    0.01688   28.41444   -3.73426   -0.69972   -4.68258    2.00000
 180.05382   -0.00999   23.11381   22.76525    0.05474    0.03021    8.74145   -2.83318    0.46763   -2.31403    2.00000
 179.91916   -0.02578   23.42881   23.03577    0.08485    0.04683    6.73544    0.77320   -0.41819    0.69755    2.00000
 179.94720   -0.02303   21.88069   21.64552    0.05759    0.03179   23.11501   -0.19793   -0.18371   -0.50936    2.00000
 180.02518    0.03884   23.27661   22.90680    0.04628    0.02554    7.64046    4.07581    3.54903    9.05253    2.00000
 179.86954    0.01991   23.23517   22.87081    0.13197    0.07284    7.92036    3.05401   -1.00250    9.97415    2.00000
 179.95792    0.03221   23.44773   23.05177    0.05300    0.02925    6.65484    2.52310   -2.11909    1.17742    2.00000
 180.09589   -0.03750   22.95238   22.62375    0.10295    0.05682    9.84203   -7.28350   -1.99235  -10.71894    2.00000
 179.99741    0.01414   21.05921   20.79287    0.01437    0.00793   46.63921    0.29753   -2.86242   -2.24871    2.00000
 179.99303    0.09204   22.89500   22.57261    0.09231    0.05095   10.23983   10.93941   -1.05777   11.03766    2.00000
 179.94157   -0.00114   23.60614   23.18537    0.05844    0.03226    5.98225   -4.69536    2.73418   -7.25956    2.00000
 179.92262   -0.09960   22.91065   22.58656    0.12612    0.06961   10.13134    5.53571   -1.01604    4.32345    2.00000
 180.03113    0.00605   22.97164   22.64082    0.03171    0.01750    9.70925   -3.34198   -0.83161   -6.14754    2.00000
 180.00589   -0.03210   23.45044   23.05406    0.03263    0.01801    6.64333    0.02572    0.80195   -0.38447    2.00000
 179.99712    0.08266   22.80473   22.49209    0.08271    0.04565   10.89881    5.41573   -0.26732    6.57021    2.00000
 179.96568    0.03937   23.39348   23.00584    0.05223    0.02883    6.88611   -7.44984    1.90468   -4.89398    2.00000
 180.03362    0.08206   21.58393   21.36219    0.08868    0.04894   29.34958   -2.03840    0.66579   -1.98418    2.00000
 179.96696    0.02239   22.84805   22.53076    0.03990    0.02202   10.56531    1.45260    1.49411    5.11946    2.00000
 179.95178   -0.00895   22.37492   22.10349    0.04905    0.02707   15.52610   -3.00384   -2.81711   -7.29876    2.00000
 180.03906   -0.01589   22.84284   22.52611    0.04217    0.02328   10.60147   -3.64540    3.28558   -0.85786    2.00000
 180.06972   -0.02313   22.67148   22.37286    0.07346    0.04054   12.31848   -4.25145   -1.55944   -6.82802    2.00000
 180.12056   -0.01481   23.46395   23.06550    0.12147    0.06704    6.58576   -0.68750    2.54990   -4.12889    2.00000
 179.92561    0.10756   23.37987   22.99431    0.13078    0.07218    6.95977    2.89323    1.86845    9.38536    2.00000
 179.96764   -0.00545   23.01042   22.67484    0.03281    0.01811    9.44464    2.80887   -0.96093   -0.06848    2.00000
 180.03435    0.03646   21.52575   21.30547    0.05009    0.02764   30.84163    3.89523    0.11365    3.36801    2.00000
 180.07092   -0.02352   23.58847   23.17061    0.07473    0.04124    6.05657   -2.66156    6.18119    3.80558    2.00000
 179.93640   -0.02125   23.47206   23.07236    0.06706    0.03701    6.55122    1.26863   -1.90067    0.65885    2.00000
 180.08165    0.06295   22.89500   22.57261    0.10310    0.05690   10.23983   -0.22241   -0.51686    0.02332    2.00000
 180.04523   -0.00889   22.80223   22.48986    0.04609    0.02544   10.92537   -1.35866   -3.32621   -7.03768    2.00000
 180.01765    0.01339   23.39620   23.00814    0.02216    0.01223    6.87450    1.70063    1.02267    2.37113    2.00000
 180.08566    0.05602   23.33905   22.95972    0.10235    0.05649    7.22879    4.90828   -2.72936    1.05538    2.00000
 180.04298    0.05343   21.86436   21.63021    0.06858    0.03785   23.38953    1.70763   -0.61685   -0.26951    2.00000
 179.96712    0.02659   20.19268   19.71239    0.04230    0.02335  103.05208   -9.07430    1.60064   -7.23573    2.00000
 180.00227    0.02789   22.67669   22.37755    0.02798    0.01544   12.26267    1.23938   -2.93827   -0.48393    2.00000
 180.02245    0.01666   22.64018   22.34474    0.02795    0.01543   12.65337   -2.10205    3.67461    1.33868    2.00000
 179.96822   -0.02115   23.82947   23.37042    0.03819    0.02108    5.05059   -1.35426    1.89167   -0.95777    2.00000
 180.03793   -0.05750   22.72489   22.42072    0.06888    0.03802   11.74862    0.59767   -0.74456   -2.04577    2.00000
 179.87184   -0.50142   23.46125   23.06321    0.51754    0.28565    6.59727    2.01688   -2.45185   -2.13007    2.00000
 180.17152    0.02804   22.67148   22.37286    0.17380    0.09592   12.31848   -2.15768    0.88911   -3.29517    2.00000
 179.92699    0.20964   20.58173   20.13027    0.22199    0.12252   76.66881   -4.76974   -3.23898   -7.96350    2.00000
 179.96817   -0.13490   23.67564   23.24323    0.13860    0.07650    5.69092    1.27520    3.44088    1.26312    2.00000
 180.27568   -0.31005   23.47746   23.07693    0.41489    0.22899    6.52819    3.47303    0.70236    5.24797    2.00000
 179.82478   -0.05505   23.14022   22.78832    0.18366    0.10137    8.56195    4.08442    2.87097    7.95660    2.00000
 180.00034    0.07310   23.11862   22.76944    0.07311    0.04035    8.70881    0.31478   -0.08112   -1.35408    2.00000
 180.01349   -0.01087   22.73487   22.42964    0.01733    0.00956   11.64239    0.09480    2.87049    1.09206    2.00000
 179.92555   -0.06264   18.06532   17.86990    0.09729    0.05370  308.00095    2.18270    1.81515    4.04242    2.00000
 180.15602    0.02791   22.90282   22.57958    0.15850    0.08748   10.18559    4.97471   -0.14643    4.33638    2.00000
 179.95798    0.03398   22.72739   22.42295    0.05404    0.02983   11.72206    0.80223    0.28528   -1.58727    2.00000
 179.94586   -0.09312   23.27661   22.90680    0.10772    0.05945    7.64046    1.84964   -2.47038   -3.05249    2.00000
 179.94698   -0.01022   21.68479   21.45926    0.05400    0.02981   26.79611    2.75429   -1.35553    0.77764    2.00000
 179.95580    0.04529   23.40437   23.01506    0.06329    0.03493    6.83968   -0.81622    0.82166    4.11822    2.00000
 180.01167   -0.03793   23.60775   23.18671    0.03969    0.02190    5.97550    3.05094    2.06050    7.84531    2.00000
 179.97530    0.09391   23.33633   22.95742    0.09710    0.05359    7.24673   -2.31776   -0.06454   -1.45991    2.00000
 179.99506   -0.11630   18.39195   17.80687    0.11641    0.06425  318.75253    2.04348    1.59759    3.63316    2.00000
 179.98579    0.01576   22.68452   22.38458    0.02122    0.01171   12.17895    5.12617   -1.00542    3.81239    2.00000
 179.87770    0.06508   21.17509   20.93434    0.13854    0.07646   41.33743    1.40972    1.01070    2.96078    2.00000
 179.99911   -0.01284   23.07541   22.73168    0.01287    0.00711    9.00254   -4.22357   -2.68163   -4.07044    2.00000
 179.90228    0.02998   22.82979   22.51449    0.10220    0.05641   10.69188    2.42051   -2.49842   -1.42415    2.00000
 180.06245    0.24494   23.03460   22.69602    0.25277    0.13951    9.27994    5.70670   -0.58034    5.65270    2.00000
 180.00461   -0.03760   21.86980   21.63532    0.03788    0.02091   23.29802   -2.46499    0.30174   -2.45906    2.00000
 180.00490   -0.00178   21.70596   21.47967    0.00521    0.00288   26.25919    4.19772   -0.59504    3.37771    2.00000
 180.10033    0.04679   22.83762   22.52146    0.11070    0.06110   10.63763   -1.03863   -1.10156   -2.48228    2.00000
 180.02737    0.00402   22.25385   21.99207    0.02767    0.01527   16.90065   -4.28841   -0.77358   -5.68329    2.00000
 180.10065    0.02223   22.59323   22.30256    0.10306    0.05688   13.15569   -3.28570    1.14154   -1.37056    2.00000
 179.89854   -0.02406   22.91065   22.58656    0.10427    0.05755   10.13134    0.16391    1.71083    1.77400    2.00000
 179.98099   -0.01310   22.41812   22.14329    0.02308    0.01274   15.05214   -1.91684   -0.53984   -1.79282    2.00000
 180.02048    0.00132   22.79225   22.48094    0.02051    0.01132   11.03159   -4.12733    2.56392    1.90555    2.00000
 180.02478   -0.00586   21.07544   20.81426    0.02547    0.01406   45.83775    4.51956   -3.10493    1.17023    2.00000
 179.99313    0.01888   22.30526   22.03932    0.02009    0.01109   16.29024    1.28687   -0.37618    0.62866    2.00000
 180.02541   -0.01710   22.32931   22.06148    0.03063    0.01691   16.02640   -3.72816   -1.05386   -4.74275    2.00000
 180.09334    0.32833   23.76993   23.32128    0.34134    0.18840    5.29799   -0.49435    0.37927    2.05309    2.00000
 179.99190   -0.00648   21.64259   21.41857    0.01037    0.00573   27.86649    4.18611   -2.54296    2.17553    2.00000
 179.98596    0.00159   22.06399   21.81647    0.01413    0.00780   20.04948    1.88169   -1.82511   -0.95344    2.00000
 179.89687    0.01855   22.61931   22.32599    0.10480    0.05784   12.87662    0.11301   -0.93527    0.29084    2.00000
 179.92133    0.05469   22.87935   22.55866    0.09582    0.05289   10.34832    2.31591    2.05674    2.42240    2.00000
 180.00308    0.00243   22.92369   22.59818    0.00392    0.00216   10.04093    2.29350   -1.26035    1.46859    2.00000
 179.82967    0.66989   23.73364   23.29128    0.69121    0.38151    5.44904    2.05413   -2.66622   -0.60270    2.00000
 180.04794   -0.00641   22.45128   22.17366    0.04837    0.02670   14.69052   -3.06023    0.31550   -2.52540    2.00000
 180.03159    0.08300   21.78816   21.55877    0.08881    0.04901   24.67064    2.79288    1.21837    2.83652    2.00000
 180.20000    0.15525   22.74734   22.44079    0.25318    0.13974   11.50961   -7.96973    1.86196   -3.94153    2.00000
 179.97348   -0.01022   21.70861   21.48223    0.02842    0.01569   26.19207   -7.06293   -1.67198   -8.11283    2.00000
 179.93729    0.03110   20.78559   20.37711    0.07001    0.03864   63.94823    9.45638    0.92841   10.78414    2.00000
 180.03967    0.03305   23.44503   23.04949    0.05165    0.02850    6.66636   -1.67702   -1.41426   -6.53649    2.00000
 180.01381   -0.01631   23.23517   22.87081    0.02137    0.01180    7.92036    1.65821    2.60438    4.81702    2.00000
 179.96574   -0.03243   21.87253   21.63787    0.04717    0.02603   23.25227   -5.20295   -0.22879   -4.90653    2.00000
 179.94327    0.01560   22.50050   22.21851    0.05884    0.03247   14.15646    0.97924    0.16850    3.56076    2.00000
 180.00130    0.09130   23.73551   23.29283    0.09131    0.05039    5.44123    3.90835    1.53698    5.87076    2.00000
 180.02924    0.02794   22.93673   22.60980    0.04043    0.02232    9.95052    0.80720   -8.47989   -8.25926    2.00000
 180.00665    0.04033   23.23029   22.86658    0.04088    0.02256    7.95329   -5.03916    0.21926   -5.28210    2.00000
 180.00214    0.03465   23.15958   22.80519    0.03471    0.01916    8.43077    0.18966    0.78119    0.62408    2.00000
 180.00690   -0.00775   23.18640   22.82847    0.01037    0.00573    8.24966    3.30590   -1.85484    1.13233    2.00000
 179.99863   -0.12491   23.22054   22.85811    0.12492    0.06894    8.01915   -5.00219    3.77045    0.40824    2.00000
 179.94023   -0.01241   23.51260   23.10666    0.06104    0.03369    6.37852   -4.45414    0.05618   -4.15482    2.00000
 180.00334    0.00740   22.54503   22.25909    0.00812    0.00448   13.67327    1.91082   -1.61974    0.49524    2.00000
 179.95657    0.01350   23.79613   23.34290    0.04547    0.02510    5.18913   -0.11820   -0.13487    2.92541    2.00000
 179.92906    0.03950   23.43152   23.03805    0.08120    0.04481    6.72392   -5.47344    3.07415    0.64496    2.00000
 179.99942   -0.00629   23.40165   23.01276    0.00632    0.00349    6.85129   -2.76741   -2.32032   -5.47395    2.00000
 180.02084    0.02037   23.50179   23.09751    0.02915    0.01609    6.42457   -0.90206    3.73168   -1.54115    2.00000
 180.10764    0.04493   22.99318   22.65972    0.11663    0.06437    9.56224   -1.58724    1.77972    1.58599    2.00000
 180.03876    0.02683   22.74984   22.44302    0.04714    0.02602   11.48305    3.35174   -0.13172    3.49188    2.00000
 179.71034   -0.00214   23.72616   23.28508    0.28966    0.15987    5.48025    2.65188    2.03082    8.04922    2.00000
 180.01105   -0.11263   22.25385   21.99207    0.11317    0.06246   16.90065   -2.63776    0.96662   -1.91260    2.00000
 179.97408   -0.03662   23.69248   23.25718    0.04487    0.02477    5.62070   -4.58174   -0.57625   -0.12702    2.00000
 179.97850    0.00982   23.43422   23.04034    0.02364    0.01305    6.71241   -1.52685    0.20306   -3.54334    2.00000
 180.07558   -0.09282   23.15958   22.80519    0.11970    0.06607    8.43077    2.26352   -0.60372    1.90130    2.00000
 180.00832   -0.00871   23.42881   23.03577    0.01204    0.00664    6.73544   -2.83719    0.46982   -3.49319    2.00000
 179.98215   -0.06304   23.68125   23.24788    0.06552    0.03616    5.66751    1.47202   -1.14789    1.67175    2.00000
 179.93990   -0.11177   23.00503   22.67012    0.12691    0.07004    9.48139   -1.23737   -1.54802   -0.56887    2.00000
 180.01244    0.01669   23.49638   23.09294    0.02081    0.01149    6.44760    1.96725    0.65804    3.45988    2.00000
 179.66562   -1.08942   23.45044   23.05406    1.13957    0.62904    6.64333   -5.23808    0.50016   -5.70505    2.00000
 179.94621   -0.03198   21.93245   21.69400    0.06258    0.03454   22.24568    1.79672    2.19015    2.21882    2.00000
 179.98663   -0.08626   21.47372   21.25232    0.08728    0.04817   32.23949   -7.55795   -0.93935   -8.05049    2.00000
 180.02448    0.02682   22.88978   22.56796    0.03631    0.02004   10.27600    2.09717   -4.01836   -2.51598    2.00000
 180.02489   -0.09625   21.88613   21.65063    0.09941    0.05487   23.02350   -0.55669    0.29757   -0.48517    2.00000
 180.10677    0.06833   22.16630   21.91162    0.12675    0.06996   18.34335   -2.48913   -2.35490   -5.46550    2.00000
 180.03236    0.03273   20.81449   20.41678    0.04603    0.02540   61.90386   -3.36467   -3.38979   -6.74904    2.00000
 180.00035   -0.05696   23.10181   22.75476    0.05696    0.03144    8.82304   -4.05615    1.98899   -0.22739    2.00000
 180.15672   -0.21789   22.59584   22.30490    0.26840    0.14814   13.12778    3.17473   -2.30346    3.46558    2.00000
 180.07660    0.19923   23.76279   23.31538    0.21344    0.11780    5.32768    1.23253    1.60942    8.28903    2.00000
 179.96938    0.06473   21.76153   21.53326    0.07161    0.03952   25.12819   -1.58497   -0.59075   -1.65040    2.00000
 179.93556   -0.01727   23.16202   22.80731    0.06671    0.03682    8.41431   -1.01887    2.60172    3.44490    2.00000
 179.91585    0.07594   23.38532   22.99892    0.11335    0.06256    6.92390   -3.85379   -1.05379   -3.73288    2.00000
 179.92400   -0.05787   21.50976   21.28914    0.09553    0.05272   31.27117    0.99049   -0.23852    0.56645    2.00000
 180.07491    0.01993   22.38212   22.11012    0.07752    0.04278   15.44711    4.88804    3.79932    7.28737    2.00000
 180.08374   -0.06936   22.10699   21.85723    0.10873    0.06001   19.31857    5.62673    2.82690    7.64601    2.00000
 179.86681   -0.03868   23.01796   22.68146    0.13870    0.07655    9.39318    5.75377    0.77156    3.10896    2.00000
 180.00723   -0.01388   22.15972   21.90561    0.01565    0.00864   18.45113   -2.13380   -0.15458   -1.17321    2.00000
 179.97974   -0.15034   22.60106   22.30959    0.15170    0.08373   13.07197   -2.08335   -1.22014   -2.78155    2.00000
 180.04013   -0.03343   23.78899   23.33700    0.05223    0.02883    5.21882    2.69948   -1.68243    2.03044    2.00000
 179.90594    0.05288   23.05381   22.71280    0.10791    0.05956    9.14940   -2.97588   -1.27379   -7.00434    2.00000
 180.02238   -0.02388   22.60366   22.31193    0.03274    0.01807   13.04406    2.97509   -4.81639   -3.47847    2.00000
 180.11050    0.00331   23.29822   22.92513    0.11055    0.06101    7.49782   -4.02635    0.93209   -1.43692    2.00000
 179.98479    0.01735   23.74868   23.30374    0.02308    0.01274    5.38631   -5.44404   -4.64775  -15.63479    2.00000
 179.98962    0.01035   22.10466   21.85502    0.01466    0.00809   19.35823   -2.26871   -1.14979   -4.77309    2.00000
