#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.83577   -0.07981   21.44503   21.22301    0.18260    0.10078   33.01057    2.28748   -1.89876    0.65122    2.00000
 180.04909    0.04866   22.39892   22.12560    0.06911    0.03814   15.26279    0.90311    0.70260    2.02580    2.00000
 179.97810    0.13656   22.58802   22.29787    0.13831    0.07634   13.21150   -4.26671   -1.47616   -8.62135    2.00000
 179.99507    0.01617   22.35571   22.08580    0.01691    0.00933   15.73676   -0.03676   -0.89494   -1.83636    2.00000
 179.91667    0.07034   23.21078   22.84964    0.10905    0.06019    8.08501   -0.08179   -0.54385   -4.12965    2.00000
 179.88329   -0.11494   23.70744   23.26958    0.16380    0.09041    5.55827    8.55992   -0.82987    6.89598    2.00000
 179.99550    0.02307   23.76517   23.31735    0.02350    0.01297    5.31778   -0.97144   -3.84633   -6.79200    2.00000
 180.06496   -0.00498   22.68452   22.38458    0.06515    0.03596   12.17895   -6.53795    1.04790   -7.22634    2.00000
 179.97362    0.00362   22.82723   22.51221    0.02663    0.01470   10.70962   -8.83223   -4.63959  -12.29200    2.00000
 179.99786    0.04928   23.03220   22.69392    0.04932    0.02722    9.29626   -2.77589   -0.10745   -0.85763    2.00000
 179.96233    0.01081   21.57809   21.35658    0.03920    0.02164   29.49724    0.84545   -1.14899   -0.75170    2.00000
 179.96524    0.07492   21.07169   20.80931    0.08259    0.04558   46.02298    6.58239   -0.69063    5.25115    2.00000
 179.97057    0.02490   23.34721   22.96664    0.03856    0.02128    7.17499    2.64296   -0.88311    1.22908    2.00000
 179.98643   -0.08267   23.43152   23.03805    0.08377    0.04624    6.72392   -0.23518    3.55413    2.98544    2.00000
 179.98582    0.02631   23.76041   23.31342    0.02988    0.01649    5.33757   -2.22040   -2.08641  -13.51651    2.00000
 180.03407    0.08099   22.57497   22.28615    0.08787    0.04850   13.35104    1.47248    1.46081    2.13364    2.00000
 180.07851    0.13450   23.69622   23.26028    0.15574    0.08595    5.60509    4.87210   -3.05981    2.31379    2.00000
 180.02687    0.06840   21.74036   21.51284    0.07349    0.04056   25.49422    3.45890   -0.91349    4.32307    2.00000
 179.94716   -0.00794   23.45854   23.06092    0.05343    0.02949    6.60879   -1.02194   -0.32847    0.78233    2.00000
 180.03156    0.04198   23.66441   23.23394    0.05252    0.02899    5.73773    1.81974   -4.49187   -3.29376    2.00000
 179.97382    0.00990   22.65844   22.36115    0.02800    0.01546   12.45802   -3.21276    0.98181    1.20580    2.00000
 180.04359   -0.11960   23.54503   23.13410    0.12730    0.07026    6.24035    4.63269    1.19409    7.18488    2.00000
 180.21263   -0.20942   23.83185   23.37239    0.29845    0.16472    5.04069    3.73883    0.99008    4.67809    2.00000
 180.01828   -0.07329   22.96841   22.63799    0.07554    0.04169    9.73130    0.98116    0.77821    1.38372    2.00000
 179.96736    0.04304   23.09221   22.74637    0.05402    0.02981    8.88831   -5.70297   -1.24005   -7.33424    2.00000
 179.92082   -0.07329   22.24357   21.98262    0.10790    0.05955   17.07011    1.97541   -2.07335    0.75903    2.00000
 179.95999   -0.09381   23.64791   23.22026    0.10198    0.05629    5.80660   -4.44155    2.66761    1.88572    2.00000
 180.12044   -0.06549   21.56447   21.34348    0.13709    0.07566   29.84176    7.34588   -0.77552    7.08769    2.00000
 180.15134    0.28032   21.72184   21.49498    0.31856    0.17582   25.85649   -1.89105    0.38964   -3.12976    2.00000
 179.99992   -0.00729   23.28734   22.91591    0.00729    0.00403    7.56956    5.15753    2.09975    6.41220    2.00000
 180.05385   -0.07571   22.73487   22.42964    0.09290    0.05128   11.64239   -1.67525   -2.67274   -3.03254    2.00000
 180.12254    0.02184   23.07301   22.72958    0.12447    0.06870    9.01885    1.90809   -0.63390   -2.99714    2.00000
 179.99370   -0.03219   21.56447   21.34348    0.03280    0.01810   29.84176   -0.24998   -0.32184   -0.97497    2.00000
 180.00330    0.01723   21.65569   21.43120    0.01754    0.00968   27.53438   -5.08071    0.40001   -4.62794    2.00000
 179.79732   -0.11578   23.49098   23.08836    0.23342    0.12883    6.47062    1.22216   -1.08710    1.45732    2.00000
