#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.90849   -0.11255   22.35091   22.08138    0.14506    0.08006   15.78942  -14.83446   -1.09154  -15.83332    2.00000
 179.98099   -0.06739   23.07781   22.73378    0.07002    0.03865    8.98622   -0.57530    1.04864    2.35578    2.00000
 179.99637   -0.01340   22.39652   22.12339    0.01389    0.00767   15.28912   -0.51772    1.65730    3.33357    2.00000
 180.03001   -0.02671   23.03941   22.70021    0.04018    0.02218    9.24730   -5.12497   -0.58749   -5.55443    2.00000
 180.04639   -0.04018   22.23329   21.97317    0.06136    0.03387   17.23957    3.50794    0.48472    4.08554    2.00000
 179.98827    0.03423   22.76481   22.45640    0.03618    0.01997   11.32371    0.12504    1.35375    0.39294    2.00000
 180.01537   -0.00107   21.08577   20.82687    0.01540    0.00850   45.36505    0.22087    1.21509    1.54286    2.00000
 180.09618   -0.08722   22.76980   22.46086    0.12984    0.07166   11.27060    2.06214   -2.79111    2.24533    2.00000
 179.93518   -0.03433   23.28734   22.91591    0.07335    0.04048    7.56956    2.63483    1.26044   10.13106    2.00000
 179.89211    0.04122   23.55314   23.14096    0.11550    0.06375    6.20581    0.41452    2.02084    4.11391    2.00000
 180.02911    0.09584   23.75088   23.30555    0.10016    0.05528    5.37716    2.69622    2.27863    4.70516    2.00000
 180.06934   -0.01362   16.88464   16.19274    0.07066    0.03900  709.29413    1.11353    3.12098    4.23071    2.00000
 179.99638   -0.05515   23.60936   23.18805    0.05527    0.03051    5.96874   -0.63424   -0.65517    0.00969    2.00000
 180.00206    0.05046   23.81042   23.35469    0.05050    0.02787    5.12976   -2.10645   -1.36029   -0.40564    2.00000
 180.01376   -0.02739   22.81221   22.49878    0.03066    0.01692   10.81914   -2.80184   -0.72660   -3.73164    2.00000
 180.03127   -0.00758   23.24736   22.88139    0.03218    0.01776    7.83804   -0.74533    0.63889    3.11450    2.00000
 180.03680    0.03438   22.67409   22.37521    0.05036    0.02780   12.29058   -2.18187   -1.99701   -2.92912    2.00000
 179.98889   -0.01438   22.33651   22.06811    0.01817    0.01003   15.94741    4.88529   -0.12875    4.74904    2.00000
 179.76045    0.09894   23.58847   23.17061    0.25918    0.14305    6.05657   -1.12317   -0.01305  -11.77668    2.00000
 179.86758   -0.11321   22.04755   21.80116    0.17421    0.09615   20.32401    5.65040    1.01500    6.51973    2.00000
 180.02730    0.02346   22.10234   21.85281    0.03599    0.01987   19.39788    0.10790    1.88594    1.72219    2.00000
 180.06755   -0.00943   22.23586   21.97553    0.06821    0.03765   17.19721    2.93250   -3.01985    0.62639    2.00000
 180.03307    0.08294   22.87153   22.55169    0.08929    0.04928   10.40257    0.29148   -1.21844   -3.29590    2.00000
 179.92673   -0.04737   22.93673   22.60980    0.08725    0.04815    9.95052   -1.00934    1.59646    2.53147    2.00000
 180.12352   -0.02290   23.46395   23.06550    0.12563    0.06934    6.58576    2.62033   -0.62630   10.48249    2.00000
 180.00706   -0.03425   22.88978   22.56796    0.03497    0.01930   10.27600    2.57896    3.23521    6.53232    2.00000
 180.05870    0.06372   23.61096   23.18939    0.08664    0.04782    5.96198   -2.29707    1.02638    0.00475    2.00000
 179.98366   -0.01558   20.85932   20.48769    0.02258    0.01246   58.24936   -1.79356   -2.10386   -3.51360    2.00000
 179.91243    0.04939   23.68499   23.25098    0.10054    0.05549    5.65191   -1.19490   -0.20035   -0.45036    2.00000
 180.00568   -0.00801   23.23273   22.86869    0.00982    0.00542    7.93683   -0.55374   -1.60505    0.12548    2.00000
 179.74406    0.01631   22.19730   21.94009    0.25645    0.14154   17.83268    1.55413   -2.03490   -0.31346    2.00000
 180.07404   -0.01444   23.54773   23.13639    0.07544    0.04164    6.22884   -3.30856    3.48878   -2.04659    2.00000
 179.98811    0.04170   23.82471   23.36649    0.04336    0.02393    5.07038   -5.18171    0.66563    0.39741    2.00000
 180.16714    0.12569   23.45314   23.05635    0.20913    0.11542    6.63182   -1.78673   -2.28446   -8.43780    2.00000
 180.16995    0.41591   22.20758   21.94954    0.44929    0.24798   17.66322    1.14409   -0.27223    0.89258    2.00000
 179.99471    0.01191   23.12342   22.77364    0.01304    0.00720    8.67618   -0.91163   -3.91947   -2.08572    2.00000
 179.96548    0.01256   20.92307   20.59491    0.03673    0.02027   54.05830   -2.60127    2.95675    0.40154    2.00000
 179.99567   -0.03195   23.24492   22.87928    0.03224    0.01779    7.85450    1.24439    1.56306    3.43443    2.00000
 179.93202    0.06941   22.34371   22.07474    0.09715    0.05362   15.86841    2.57396    0.79798    3.44130    2.00000
 180.02206    0.04385   22.33411   22.06590    0.04908    0.02709   15.97374   -1.83956    2.31495    1.50742    2.00000
 179.97089    0.01001   20.00716   19.51723    0.03079    0.01700  116.39930    4.03996   -1.75711    2.17262    2.00000
 180.04237   -0.00056   23.56125   23.14782    0.04237    0.02339    6.17127   -0.53909   -2.49865   -0.79933    2.00000
 179.89252    0.02563   23.40165   23.01276    0.11050    0.06098    6.85129   -5.43029   -1.26255  -10.64199    2.00000
 179.97079    0.02615   22.51222   22.22919    0.03920    0.02164   14.02931   -2.47585    0.03723   -5.08484    2.00000
 180.00275   -0.02804   21.86708   21.63276    0.02817    0.01555   23.34378   -2.38752    0.01222   -3.20630    2.00000
 179.96516   -0.07237   23.59008   23.17195    0.08032    0.04433    6.04981    4.74987    0.02680    6.56542    2.00000
 179.89716    0.09703   22.95499   22.62608    0.14139    0.07804    9.82395    4.05735    1.24119    7.34448    2.00000
 179.97583   -0.04459   23.35810   22.97586    0.05072    0.02799    7.10325    5.52349    1.37961    4.91822    2.00000
 179.95801   -0.00987   20.47196   20.01035    0.04314    0.02381   82.84883    1.05944   -0.42821    0.39519    2.00000
 180.04349   -0.03983   23.76041   23.31342    0.05896    0.03254    5.33757    4.41097    0.93506    6.12131    2.00000
 179.92712    0.05460   23.24979   22.88351    0.09106    0.05026    7.82157    0.17991   -0.90541    2.08762    2.00000
 179.87706    0.03040   22.17417   21.91883    0.12664    0.06990   18.21397    1.48557   -1.64912   -1.51202    2.00000
 180.02756   -0.02515   22.55440   22.26763    0.03731    0.02059   13.57155   -0.49127    0.66922   -0.15057    2.00000
 179.87907   -0.07276   21.23240   21.00018    0.14112    0.07789   38.87192    2.93436    2.35659    5.31810    2.00000
 179.97456    0.01717   23.72616   23.28508    0.03069    0.01694    5.48025   -2.69894    3.71948   -5.62344    2.00000
 179.90598   -0.01435   22.23843   21.97789    0.09511    0.05249   17.15484    6.21493    1.13960    7.25231    2.00000
 179.97931   -0.00004   22.42772   22.15214    0.02069    0.01142   14.94681    1.21024    4.46574    5.30707    2.00000
 179.95863   -0.06383   21.43460   21.21235    0.07606    0.04198   33.29097   -2.11899   -0.44511   -2.44623    2.00000
 180.07980    0.06819   22.81720   22.50324    0.10498    0.05794   10.77940    0.50931   -1.98684    2.11388    2.00000
 179.99998    0.03598   22.40132   22.12781    0.03598    0.01986   15.23646    0.83167    2.14015    2.95047    2.00000
 179.88863   -0.03358   23.29278   22.92052    0.11633    0.06420    7.53369   -1.81214    1.21891    1.47470    2.00000
 179.81924    0.01212   23.05141   22.71070    0.18115    0.09998    9.16571   -0.23345    0.09525   -1.31493    2.00000
 179.97354    0.03835   23.41253   23.02198    0.04660    0.02572    6.80485   -0.12527   -2.01282   -3.80922    2.00000
 179.98354   -0.02878   23.45584   23.05863    0.03315    0.01830    6.62030    1.62851   -0.50290    2.38141    2.00000
 180.00090   -0.04901   18.04377   17.65574    0.04902    0.02706  344.52765    0.94880   -1.01155   -0.09396    2.00000
 180.09164    0.09581   23.47206   23.07236    0.13258    0.07317    6.55122    0.74248   -2.01846   -0.97091    2.00000
 179.94130   -0.07173   23.03220   22.69392    0.09269    0.05116    9.29626    1.74060   -1.60446    1.18017    2.00000
 179.90671   -0.10848   22.82723   22.51221    0.14308    0.07897   10.70962    6.45686   -0.57944    6.13693    2.00000
 179.97699   -0.19189   22.40372   22.13003    0.19326    0.10667   15.21013   -0.21748    1.76816    0.66720    2.00000
 180.25372    0.13494   23.55584   23.14325    0.28737    0.15861    6.19430   -9.01164    1.22331   -8.84564    2.00000
 180.07642    0.00021   22.67409   22.37521    0.07642    0.04218   12.29058   -6.07541   -0.54506   -7.84510    2.00000
 180.01428    0.01740   21.93245   21.69400    0.02251    0.01243   22.24568    3.47973    0.62806    5.24283    2.00000
 179.99588    0.00585   21.88341   21.64807    0.00715    0.00395   23.06925   -0.34001   -1.01568   -1.24471    2.00000
 179.99229   -0.06952   22.30526   22.03932    0.06995    0.03861   16.29024    5.64518    0.40478    4.89868    2.00000
 179.94864    0.03955   22.39652   22.12339    0.06482    0.03578   15.28912   -0.93462    1.13613    1.12592    2.00000
 179.94382    0.04276   21.28909   21.06084    0.07061    0.03897   37.27632    0.53171    1.70008    2.11107    2.00000
 179.94051    0.00860   21.78543   21.55622    0.06011    0.03317   24.71640   -3.56220   -1.29311   -4.45619    2.00000
 180.04176   -0.00942   23.62703   23.20281    0.04282    0.02363    5.89443    1.90195   -0.07210    1.51301    2.00000
 179.94830   -0.00478   22.22558   21.96608    0.05191    0.02865   17.36667   -6.34346    3.54389   -2.27813    2.00000
 179.96330    0.04420   23.79613   23.34290    0.05744    0.03170    5.18913    0.08775    1.60011   -4.68818    2.00000
 180.04514    0.00288   23.72241   23.28198    0.04523    0.02496    5.49585    2.13075    1.08032   -2.15921    2.00000
 179.95587    0.10850   23.75803   23.31145    0.11713    0.06465    5.34747    3.11301    1.27500    5.98999    2.00000
