#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 180.18271    0.10367   22.81969   22.50547    0.21007    0.11594   10.76205   10.31672    0.09939   10.67639    2.00000
 180.04048    0.00809   22.64540   22.34943    0.04128    0.02279   12.59755    2.99209   -1.56850    2.50341    2.00000
 180.15157    0.34122   21.67156   21.44651    0.37337    0.20607   27.13169  -10.10171   -1.17719  -11.01297    2.00000
 179.97038    0.02281   23.05621   22.71490    0.03738    0.02063    9.13308    2.65829   -1.27597    2.49229    2.00000
 179.99667    0.00325   19.92935   19.43557    0.00465    0.00257  123.25603   -5.90897   -1.06461   -6.88150    2.00000
 179.95975    0.03748   22.79225   22.48094    0.05501    0.03036   11.03159    0.75970    2.18756    5.30434    2.00000
 179.95808    0.02619   23.16690   22.81154    0.04943    0.02728    8.38138   -0.40831    1.39861    3.54974    2.00000
 180.02921   -0.02419   21.90518   21.66849    0.03792    0.02093   22.70322    0.82357   -2.89882   -1.84460    2.00000
 179.97490    0.05075   21.52220   21.30184    0.05662    0.03125   30.93708   -1.65910    4.50897    2.77928    2.00000
 179.98380    0.00914   21.65039   21.42609    0.01861    0.01027   27.66861    8.10023   -1.96593    6.49117    2.00000
 180.01646   -0.03204   22.72240   22.41849    0.03602    0.01988   11.77518   -5.17320   -2.64210   -5.02530    2.00000
 180.03960   -0.01917   18.01649   17.88101    0.04400    0.02428  306.10645    2.97678    2.06370    5.09859    2.00000
 180.06992    0.09836   20.90260   20.56151    0.12067    0.06660   55.30988    2.41875    0.21198    2.72281    2.00000
 179.81261   -0.01900   23.40981   23.01967    0.18836    0.10396    6.81646   -1.68593   -0.87623   -0.52135    2.00000
 180.02930    0.06187   21.88886   21.65318    0.06845    0.03778   22.97774    1.88246   -0.28769    4.31111    2.00000
 180.04156   -0.01348   18.61214   18.04376    0.04371    0.02412  279.78549   -0.01930   -1.01783   -1.01426    2.00000
 180.01404    0.03187   23.72241   23.28198    0.03483    0.01922    5.49585    0.00762    2.62646    4.24437    2.00000
 179.92677   -0.03087   23.01904   22.68240    0.07947    0.04386    9.38583    1.58458    2.87485    7.96698    2.00000
 179.91782    0.05629   23.37715   22.99200    0.09961    0.05498    6.97770   -0.70836    3.40665    4.53263    2.00000
 180.06253    0.05264   23.61578   23.19342    0.08174    0.04512    5.94172    0.77296    1.08413    5.31213    2.00000
 180.00410   -0.01034   23.36082   22.97817    0.01112    0.00614    7.08531    1.06753   -4.31129   -4.45491    2.00000
 180.01625   -0.02856   21.26078   21.03068    0.03286    0.01814   38.06978    1.52940   -1.59967    0.33696    2.00000
 179.99950    0.01698   21.65569   21.43120    0.01698    0.00937   27.53438    3.70431    0.38007    4.53711    2.00000
 180.03999   -0.00657   21.99000   21.74758    0.04054    0.02237   21.28484    1.89434    0.00641    2.82008    2.00000
 179.76898    0.06065   23.24492   22.87928    0.23885    0.13183    7.85450    7.73328   -0.68531   10.95547    2.00000
 179.96049   -0.04433   23.07301   22.72958    0.05938    0.03277    9.01885   -6.19918   -2.41566   -9.21152    2.00000
 179.95000   -0.08832   23.61257   23.19074    0.10149    0.05601    5.95523   -2.12574    3.17840    6.83682    2.00000
 179.87917   -0.04035   22.82723   22.51221    0.12739    0.07031   10.70962   -0.07424    3.00096    4.67873    2.00000
 179.97955    0.01200   21.79632   21.56643    0.02370    0.01308   24.53338   -8.58024    1.18005   -7.01707    2.00000
 179.93900    0.08216   22.36051   22.09022    0.10233    0.05648   15.68409   -0.41568    2.22039    2.11647    2.00000
 179.93587    0.04945   22.95238   22.62375    0.08098    0.04470    9.84203    3.40830   -2.41098    0.99704    2.00000
 179.99797   -0.32034   22.05029   21.80372    0.32035    0.17681   20.27825    1.05763    1.55365    2.45192    2.00000
 179.97890   -0.03415   21.05921   20.79287    0.04014    0.02216   46.63921   -0.67439   -1.23388   -1.79128    2.00000
 179.99911    0.05929   21.08726   20.82868    0.05929    0.03273   45.29705   -1.37423    0.69128   -0.64600    2.00000
 179.99362    0.01570   23.35810   22.97586    0.01694    0.00935    7.10325    2.62224   -0.36620    2.19894    2.00000
 179.80898    0.14886   23.49908   23.09523    0.24218    0.13367    6.43608   -2.17605   -1.18986    0.35567    2.00000
 179.96040    0.00797   23.18397   22.82636    0.04040    0.02230    8.26612    0.94548   -1.00463    1.69453    2.00000
 179.91631   -0.02365   19.98640   19.49546    0.08698    0.04801  117.97805    9.31843   -1.18301    8.05454    2.00000
 179.89958    0.24937   22.06399   21.81647    0.26883    0.14837   20.04948    5.36773    2.18879    7.56194    2.00000
 179.94044   -0.06143   23.17665   22.82001    0.08556    0.04722    8.31552    2.26656    2.02532    4.90663    2.00000
 180.20737   -0.05946   22.82979   22.51449    0.21573    0.11906   10.69188   -0.24402   -1.04875    0.42668    2.00000
 180.09999    0.00534   22.57237   22.28381    0.10013    0.05527   13.37894    4.66146   -2.30940    2.95919    2.00000
 179.96976   -0.01999   16.49051   15.65926    0.03626    0.02001  912.52124    0.90668   -1.50144   -0.59397    2.00000
 180.05000    0.00983   23.74674   23.30213    0.05096    0.02813    5.39442   -4.75289   -0.10637   -3.88572    2.00000
 180.02370    0.03854   22.68191   22.38224    0.04524    0.02497   12.20686    2.60817   -3.29057   -4.11527    2.00000
 180.01369    0.02237   22.23843   21.97789    0.02622    0.01447   17.15484   -4.45162    2.29493   -2.54037    2.00000
 179.99855   -0.04142   22.15753   21.90360    0.04145    0.02288   18.48706    2.14790    1.31580    5.40375    2.00000
 179.95963    0.00046   18.77825   18.22134    0.04038    0.02229  255.32423   -0.84477   -1.63982   -2.55237    2.00000
 179.95399    0.01185   22.13341   21.88156    0.04750    0.02622   18.88223    8.77875    4.68331   13.49296    2.00000
 180.04636    0.21219   17.95854   17.96800    0.21720    0.11988  291.27029    3.37463    1.06939    4.42358    2.00000
 180.01860   -0.03563   22.61149   22.31896    0.04019    0.02218   12.96034    1.73238   -3.52174   -1.92627    2.00000
 179.87724    0.04685   22.52394   22.23987    0.13140    0.07252   13.90215   -1.73432   -0.68672   -4.66485    2.00000
 180.01659   -0.01292   23.39620   23.00814    0.02103    0.01161    6.87450   -1.12313   -0.83631    4.03341    2.00000
 180.00497    0.01429   20.83765   20.45316    0.01513    0.00835   60.02893    2.20353   -1.22452    0.61827    2.00000
 179.97369   -0.04840   23.35538   22.97356    0.05508    0.03040    7.12118    3.71538    1.07181    2.85122    2.00000
 179.96400    0.04698   20.70904   20.27955    0.05919    0.03267   68.97598   -1.56241   -0.60939   -2.26440    2.00000
 179.92395   -0.02888   23.58526   23.16792    0.08135    0.04490    6.07008    3.02602    3.58555    4.82470    2.00000
 179.99242    0.02850   23.43152   23.03805    0.02949    0.01628    6.72392    1.08218   -1.95722   -2.14396    2.00000
 180.03117    0.03950   23.77708   23.32718    0.05031    0.02777    5.26830    0.42192   -3.07056   -1.95209    2.00000
 179.98196   -0.01265   21.80993   21.57918    0.02203    0.01216   24.30461   -5.98566   -1.11629   -6.55459    2.00000
 179.85355   -0.10264   19.82519   19.32636    0.17884    0.09871  132.88126    1.34683   -0.14208    1.08881    2.00000
 179.90382   -0.44754   22.43957   22.16298    0.45776    0.25265   14.81768    6.12830   -0.13285    4.45690    2.00000
 180.03008   -0.13038   23.24004   22.87504    0.13381    0.07385    7.88743    0.68830   -1.45269   -2.76086    2.00000
 180.01445    0.03313   23.25467   22.88774    0.03615    0.01995    7.78864    2.62754   -0.58014    3.95484    2.00000
 179.98746   -0.05491   23.48557   23.08379    0.05633    0.03109    6.49365    0.39122   -0.56505   -1.57050    2.00000
 180.04196   -0.01375   23.20591   22.84541    0.04415    0.02437    8.11794   -2.90658   -1.93146   -4.54258    2.00000
 179.93842    0.12769   22.90804   22.58423    0.14176    0.07824   10.14942    8.58085   -0.50252    8.37291    2.00000
 180.01740   -0.01017   23.82947   23.37042    0.02015    0.01112    5.05059    4.28771   -1.24615    5.62134    2.00000
 180.03139    0.04201   21.18023   20.94031    0.05243    0.02894   41.11360    2.48804    1.27743    4.16794    2.00000
 180.07680    0.02072   20.88790   20.53668    0.07954    0.04390   56.24040   -1.70642    2.94170    1.42682    2.00000
 180.01282    0.04026   23.78184   23.33111    0.04225    0.02332    5.24851    2.23273    0.03045    0.54607    2.00000
 179.97481    0.04182   23.62221   23.19879    0.04882    0.02694    5.91469    2.73248    2.13748   11.14315    2.00000
 179.97804    0.12497   23.02980   22.69182    0.12688    0.07003    9.31257    0.99482   -2.44674   -0.22053    2.00000
 180.01607    0.00495   23.82233   23.36452    0.01681    0.00928    5.08028   -3.31906    2.50518   -2.10494    2.00000
 180.00549    0.05120   23.73551   23.29283    0.05149    0.02842    5.44123   -1.72572    2.48315    0.34842    2.00000
 179.99336    0.00618   23.54233   23.13182    0.00907    0.00501    6.25187   -5.25114   -1.07840  -10.19120    2.00000
 179.98807   -0.01856   23.81518   23.35863    0.02207    0.01218    5.10997   -0.37719    2.12065   -1.65915    2.00000
 179.96065    0.01977   21.97081   21.72972    0.04405    0.02431   21.60512   -1.71719    2.78605    0.26551    2.00000
 179.68492   -0.38448   23.39076   23.00353    0.49709    0.27436    6.89772    2.77108    1.18338    6.00002    2.00000
 180.14970   -0.03239   23.56919   23.15450    0.15316    0.08453    6.13764    3.80705    0.15802   -0.56080    2.00000
 180.22231    0.14551   23.52341   23.11581    0.26569    0.14664    6.33246   -5.38803    1.82433    4.73099    2.00000
 180.07874    0.10941   23.75803   23.31145    0.13480    0.07440    5.34747   -1.11319    1.66517   -2.31322    2.00000
 179.95929    0.09548   22.92108   22.59586    0.10380    0.05729   10.05901   -5.96546    0.44781   -8.80191    2.00000
 180.10472    0.02261   21.51331   21.29277    0.10713    0.05913   31.17572   -0.66054   -2.88583   -3.30909    2.00000
 179.95526    0.01781   23.34994   22.96895    0.04816    0.02658    7.15705   -2.93152   -3.25083   -4.21588    2.00000
 179.91827   -0.00563   22.36292   22.09243    0.08192    0.04521   15.65776   -4.52889    3.61355   -1.49439    2.00000
 179.98373   -0.01925   22.96493   22.63494    0.02520    0.01391    9.75504    2.07389    1.00572    4.94500    2.00000
 180.01894    0.06813   22.66365   22.36583    0.07071    0.03903   12.40220    1.15559   -2.56753   -1.65084    2.00000
 180.03146   -0.03288   23.05141   22.71070    0.04551    0.02512    9.16571    4.58939   -3.39698   -0.62654    2.00000
 179.95602   -0.06696   22.73986   22.43410    0.08011    0.04421   11.58928   -3.11513   -4.79361   -5.06204    2.00000
 180.01286    0.01159   23.50179   23.09751    0.01731    0.00956    6.42457    5.87759    1.16480    5.44471    2.00000
 180.07794    0.02348   23.55584   23.14325    0.08140    0.04493    6.19430   -0.57098   -2.23069    2.43305    2.00000
 179.21718   -0.74035   23.42881   23.03577    1.07745    0.59474    6.73544    1.78517    3.38232    5.05204    2.00000
 179.95537    0.01073   21.95985   21.71952    0.04590    0.02533   21.78814   -0.55192   -1.04381   -1.77675    2.00000
 179.91023   -0.04948   23.57241   23.15719    0.10250    0.05657    6.12413   -1.72191   -4.45184   -4.90703    2.00000
 180.01852   -0.00972   23.03701   22.69811    0.02093    0.01155    9.26362    5.75399    0.30306    9.60258    2.00000
 180.03123    0.05118   23.72616   23.28508    0.05997    0.03310    5.48025   -5.32252   -0.57450   -2.39138    2.00000
 179.93459    0.10766   22.57758   22.28849    0.12598    0.06953   13.32313    1.19825    3.62285    4.47062    2.00000
 180.02448   -0.03789   21.60924   21.38651    0.04511    0.02490   28.70975   -1.01330   -2.03389   -2.33340    2.00000
 180.10294    0.03160   23.47746   23.07693    0.10768    0.05943    6.52819   -4.78305   -0.23836   -2.75371    2.00000
 179.95148    0.04765   21.31740   21.09101    0.06801    0.03753   36.48287    0.32963   -6.37349   -5.77459    2.00000
 179.87740   -0.11797   21.93245   21.69400    0.17014    0.09391   22.24568   -0.43423   -0.46388   -1.74682    2.00000
 180.01152    0.03076   23.12102   22.77154    0.03285    0.01813    8.69250   -3.42918    0.32889   -3.93611    2.00000
 179.51196    0.04820   21.76682   21.53836    0.49042    0.27068   25.03668    0.74842   -3.93017   -3.69279    2.00000
 180.09833   -0.12551   22.29755   22.03223    0.15944    0.08800   16.37463   -2.51421    0.05803   -3.19772    2.00000
 179.97150    0.00252   21.32145   21.09532    0.02861    0.01579   36.36952   -2.48374   -0.58290   -3.99480    2.00000
 180.31393    0.08863   23.59651   23.17732    0.32621    0.18004    6.02279   -1.76593    0.18022    0.17259    2.00000
 180.51050   -1.14122   23.56598   23.15182    1.25018    0.69011    6.15115   -0.09795    1.51796    1.28730    2.00000
 179.99023   -0.04668   23.45854   23.06092    0.04769    0.02632    6.60879   -1.71160   -0.24720   -3.02002    2.00000
 180.06451    0.06771   21.97903   21.73738    0.09353    0.05162   21.46786    0.08052    3.31611    3.36235    2.00000
