#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 180.04974   -0.01983   22.73487   22.42964    0.05355    0.02955   11.64239    2.87705    1.24573    4.34436    2.00000
 180.02374    0.03922   22.98564   22.65311    0.04585    0.02531    9.61369   -3.12442   -1.62123   -4.91557    2.00000
 179.99977    0.01866   20.85773   20.48497    0.01866    0.01030   58.38962   -0.37405    4.25195    3.75949    2.00000
 180.13057    0.18622   23.73925   23.29593    0.22743    0.12553    5.42563    3.30935   -3.96581    5.87114    2.00000
 179.97261    0.03738   23.36626   22.98278    0.04634    0.02558    7.04944    5.61558   -2.13310    5.34646    2.00000
 179.98810   -0.01830   22.68974   22.38927    0.02183    0.01205   12.12314   -2.43215   -0.80754   -4.90532    2.00000
 179.94849   -0.00870   17.98527   17.63746    0.05224    0.02883  347.64612   -1.35585   -0.56693   -1.96796    2.00000
 179.89211    0.00073   22.95760   22.62840    0.10789    0.05955    9.80587   -1.55123    0.69242   -0.54429    2.00000
 180.02100   -0.10050   21.35178   21.12763    0.10267    0.05667   35.51938    0.40219   -1.15112   -0.63841    2.00000
 180.03107    0.01791   21.91879   21.68124    0.03586    0.01979   22.47445    0.40294   -2.33173   -2.73892    2.00000
 179.99312    0.01470   21.90518   21.66849    0.01623    0.00896   22.70322   -2.55015    1.10848   -1.77229    2.00000
 179.99591   -0.03836   23.17909   22.82212    0.03858    0.02129    8.29905   -6.45059    0.25832   -3.92230    2.00000
 180.00130    0.02098   23.24248   22.87716    0.02102    0.01160    7.87097    3.83336   -1.08215    2.51675    2.00000
 179.97137   -0.09964   22.35571   22.08580    0.10367    0.05722   15.73676   -1.31518    1.64467    1.51724    2.00000
 179.97264    0.03169   22.41812   22.14329    0.04187    0.02311   15.05214   -3.50281    2.85564   -1.37160    2.00000
 180.12123    0.01529   22.82723   22.51221    0.12219    0.06744   10.70962   -1.83135    1.47425   -1.03542    2.00000
 180.09346   -0.17063   21.57809   21.35658    0.19455    0.10737   29.49724   -0.56634    1.39291    1.73717    2.00000
 180.00209    0.01116   22.34131   22.07253    0.01135    0.00627   15.89474    1.48541    0.87903    3.93747    2.00000
 180.01311    0.00604   23.81518   23.35863    0.01443    0.00797    5.10997    1.55311   -2.10353    0.96251    2.00000
 179.89899    0.00067   21.63065   21.40710    0.10102    0.05576   28.16835   -3.86685   -0.46648   -4.46525    2.00000
 180.01405    0.03798   22.69496   22.39396    0.04050    0.02235   12.06724   -1.02441   -0.85376   -4.08438    2.00000
 180.01292    0.03122   22.91326   22.58888    0.03379    0.01865   10.11326   -2.29000   -3.12356   -6.29390    2.00000
 180.13663    0.05875   22.41572   22.14108    0.14872    0.08208   15.07847   -2.63142    3.22780    2.13758    2.00000
 179.93269   -0.10856   21.17638   20.93583    0.12773    0.07050   41.28147    0.91971   -0.32091    0.80299    2.00000
 180.02922   -0.00325   23.33088   22.95280    0.02940    0.01623    7.28260   -1.04733   -5.15434   -1.83149    2.00000
 180.01640    0.05020   21.61119   21.38838    0.05281    0.02915   28.66053   -2.48504    0.44193   -2.13175    2.00000
 179.93086    0.01901   20.76979   20.35652    0.07170    0.03957   65.00891   -1.76973    2.27578    0.75682    2.00000
 179.99187    0.06581   20.91984   20.58963    0.06631    0.03660   54.25592    3.10900   -1.67787    1.43674    2.00000
 180.00755    0.10281   23.13302   22.78203    0.10309    0.05690    8.61091   -2.04640   -3.36653   -6.37706    2.00000
 179.94371    0.01755   22.76980   22.46086    0.05896    0.03254   11.27060    2.16196    2.47712    5.61998    2.00000
 180.02798    0.01464   23.30095   22.92744    0.03159    0.01744    7.47988   -3.77752    0.57778   -2.73044    2.00000
 179.97981   -0.02139   21.53939   21.31938    0.02941    0.01623   30.47575   -2.03708    3.80532    3.24967    2.00000
 180.02502    0.00419   23.05141   22.71070    0.02537    0.01400    9.16571   -4.15134   -3.15505   -5.41307    2.00000
 180.02789   -0.03427   22.90282   22.57958    0.04419    0.02439   10.18559    0.47541   -1.19893    7.47277    2.00000
 180.07428   -0.05956   22.56193   22.27443    0.09521    0.05255   13.49057    1.98814    1.11477    4.55909    2.00000
 180.00594    0.09404   21.42677   21.20436    0.09422    0.05200   33.50126    3.41302    0.11124    3.17765    2.00000
 180.07532   -0.03716   22.59062   22.30021    0.08397    0.04635   13.18359    0.12584   -0.53310    1.40023    2.00000
 180.00079    0.00394   19.17254   18.64132    0.00402    0.00222  201.31172    0.10776    2.09761    2.32114    2.00000
 180.04774    0.05008   23.66441   23.23394    0.06919    0.03819    5.73773    0.81575    1.47248    8.91563    2.00000
 180.03177   -0.03696   23.29822   22.92513    0.04874    0.02690    7.49782    0.41652    2.38352   -0.47408    2.00000
 180.11995    0.08683   23.46935   23.07007    0.14808    0.08173    6.56273    1.30873    1.47231    4.47248    2.00000
 180.13467   -0.03540   20.81820   20.42260    0.13925    0.07685   61.60387   -0.61550   -1.38672   -1.99309    2.00000
 180.00224   -0.02339   21.76417   21.53581    0.02350    0.01297   25.08243   -1.02322   -3.23076   -3.05783    2.00000
 180.02655   -0.01748   21.47111   21.24966    0.03178    0.01754   32.30959   -4.20724    0.77319   -3.20469    2.00000
 179.96776   -0.01725   23.21566   22.85388    0.03657    0.02018    8.05208   -0.53324   -0.88213   -1.68209    2.00000
 179.99899    0.00453   21.98726   21.74503    0.00464    0.00256   21.33060   -1.90453    0.62503   -2.54315    2.00000
 180.20190    0.03980   22.48644   22.20570    0.20578    0.11358   14.30905   -2.79807   -1.88949   -5.19948    2.00000
 180.01208    0.02783   23.83185   23.37239    0.03034    0.01674    5.04069   -0.93560   -2.89872   -0.91949    2.00000
 180.02425    0.00969   21.16995   20.92837    0.02610    0.01441   41.56125    0.66543    1.09780    2.45990    2.00000
 180.03001    0.02659   20.03713   19.54868    0.04009    0.02213  114.24842   -0.12457   -2.00390   -2.29217    2.00000
 180.05309    0.01032   22.47472   22.19502    0.05408    0.02985   14.43621   -3.21577   -1.14181   -4.35906    2.00000
 180.02629   -0.01871   23.52341   23.11581    0.03227    0.01781    6.33246   -4.90774    0.64951   -0.92763    2.00000
 180.04292    0.02780   22.44191   22.16512    0.05114    0.02822   14.79225   -0.61420   -1.18740   -0.18276    2.00000
 179.98547    0.01806   23.10901   22.76105    0.02317    0.01279    8.77409    4.11883   -1.48474    1.89267    2.00000
 180.07471   -0.02866   23.71119   23.27268    0.08002    0.04416    5.54267   -1.75183   -0.38693   -1.86100    2.00000
 179.96562    0.00327   23.00396   22.66917    0.03454    0.01906    9.48874   -0.57934    1.26791   -1.76482    2.00000
 179.94070   -0.02135   23.07301   22.72958    0.06302    0.03478    9.01885    3.27117    1.52399    2.34645    2.00000
 180.04184   -0.01971   23.39076   23.00353    0.04626    0.02553    6.89772    0.38162    3.20866    1.58933    2.00000
 180.00443    0.02849   21.63649   21.41271    0.02883    0.01591   28.02069   -0.15216   -1.77339   -1.52777    2.00000
 179.60962   -0.06207   23.44503   23.04949    0.39528    0.21817    6.66636   -2.11322   -1.38818   -4.59290    2.00000
 180.04773    0.01005   23.19859   22.83906    0.04878    0.02692    8.16734   -1.94156    2.94087   -0.31699    2.00000
 180.19273   -0.05810   22.18959   21.93301    0.20129    0.11110   17.95978   -1.97628   -0.69877   -2.89980    2.00000
 180.01717   -0.04643   23.32544   22.94819    0.04950    0.02732    7.31847   -2.71101    0.76281   -6.60235    2.00000
 180.03255    0.04509   23.81994   23.36256    0.05560    0.03069    5.09017    1.67187    3.71120    2.94561    2.00000
 180.08850   -0.05639   23.59329   23.17463    0.10494    0.05792    6.03630   -3.08990   -3.62639   -1.64420    2.00000
 180.17725    0.16205   22.12245   21.87155    0.24015    0.13255   19.06186   -7.49115    0.04169   -6.87229    2.00000
 179.99387    0.01250   23.23273   22.86869    0.01393    0.00769    7.93683   -0.09297   -1.22435   -2.98608    2.00000
 179.90681   -0.04189   23.38804   23.00123    0.10216    0.05639    6.90933   -4.27996   -6.58465  -11.13517    2.00000
 179.94389    0.09091   23.56759   23.15316    0.10683    0.05896    6.14439   -0.22215    3.56125    1.73121    2.00000
 179.90990   -0.05356   22.78477   22.47425    0.10483    0.05786   11.11126    3.96117    1.42683    5.35125    2.00000
 179.10213   -0.06904   17.91590   17.95290    0.90053    0.49706  293.84625   -8.02001    1.38458   -6.60537    2.00000
 180.02733   -0.03195   23.64631   23.21892    0.04204    0.02321    5.81335    5.16798   -1.09049   11.00072    2.00000
 180.06619   -0.04366   23.46665   23.06778    0.07929    0.04376    6.57425    3.43562    1.34575    3.70939    2.00000
 180.00381   -0.00990   22.33171   22.06369    0.01060    0.00585   16.00007   -5.43176    2.47768   -2.29396    2.00000
 179.96616    0.00283   23.30639   22.93205    0.03397    0.01875    7.44401   -0.88240    3.25197   -0.50672    2.00000
 179.97414    0.08536   19.91121   19.41652    0.08919    0.04922  124.93508   -0.04284   -0.64070   -0.70211    2.00000
 179.95193    0.07668   21.66362   21.43885    0.09049    0.04995   27.33304    2.34617    2.25213    5.53881    2.00000
 180.04407    0.03015   23.25711   22.88986    0.05338    0.02946    7.77218    0.15508   -1.96871   -1.88070    2.00000
 179.99109   -0.01720   21.81537   21.58429    0.01937    0.01069   24.21310   -4.17667   -0.06889   -4.39726    2.00000
 179.99828   -0.05249   21.80176   21.57153    0.05252    0.02899   24.44187   -2.73755   -2.65546   -5.60441    2.00000
