#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.98178    0.04970   23.20347   22.84329    0.05294    0.02922    8.13441    1.41930   -1.99268   -1.87758    2.00000
 180.03119    0.05166   23.37443   22.98970    0.06035    0.03331    6.99564   -2.75155    4.18505    0.58967    2.00000
 179.99020   -0.01967   22.22044   21.96136    0.02197    0.01212   17.45140   -1.15226    2.19175    1.08893    2.00000
 179.90947   -0.30301   22.47941   22.19929    0.31624    0.17454   14.38535   -5.89460    0.82698   -5.76163    2.00000
 179.97021    0.01001   23.51530   23.10895    0.03142    0.01734    6.36700   -0.22030    2.25587   -3.30586    2.00000
 180.11221    0.00709   23.04421   22.70441    0.11245    0.06206    9.21467    1.28852   -1.94376    0.51755    2.00000
 179.96156    0.03968   23.14984   22.79673    0.05525    0.03049    8.49659    0.25369    0.50786   -2.37786    2.00000
 180.04056    0.23273   21.71390   21.48733    0.23624    0.13038   26.05784    4.51841   -1.08522    2.65176    2.00000
 180.26985    0.05973   23.38804   23.00123    0.27638    0.15254    6.90933   -1.29949   -2.91236   -2.18057    2.00000
 179.96915   -0.02988   21.51420   21.29367    0.04296    0.02371   31.15185    3.58239    0.48550    4.83880    2.00000
 180.00169   -0.03249   23.60454   23.18403    0.03253    0.01796    5.98901   -0.84620   -3.01020    1.48300    2.00000
 180.03046    0.01289   22.72988   22.42518    0.03306    0.01825   11.69551    0.29426   -0.70574   -0.35190    2.00000
 180.02332    0.04277   23.13062   22.77993    0.04872    0.02689    8.62723    0.56033   -1.71240    1.53879    2.00000
 179.98396    0.03714   20.72630   20.30034    0.04045    0.02232   67.90458    0.74958    3.29933    3.85794    2.00000
 179.99335   -0.00310   21.58977   21.36780    0.00734    0.00405   29.20193    0.85508   -1.18203   -0.49418    2.00000
 180.06068    0.11006   22.88457   22.56331    0.12568    0.06936   10.31216    5.29611    0.66019    6.19469    2.00000
 179.97394   -0.12101   23.22785   22.86446    0.12379    0.06832    7.96976   -2.67783   -0.73367   -3.27791    2.00000
 179.52617   -0.27361   22.54268   22.25695    0.54715    0.30199   13.69870   -0.76239   -1.32536   -1.63846    2.00000
 180.06285    0.08043   21.92698   21.68891    0.10207    0.05634   22.33690   -1.92321   -1.97631   -2.22776    2.00000
 180.12573   -0.02626   23.27174   22.90256    0.12844    0.07089    7.67339   -1.30885   -1.01474   -3.15282    2.00000
 179.99692    0.00013   23.67938   23.24633    0.00308    0.00170    5.67531   -2.46011    2.13334    4.23462    2.00000
 179.95291    0.08596   23.74868   23.30374    0.09801    0.05410    5.38631    1.52733   -2.00513   -2.21236    2.00000
 180.15308   -0.04722   21.64510   21.42099    0.16019    0.08841   27.80285   -7.40320    0.01631   -7.22709    2.00000
 179.96375   -0.02273   21.26280   21.03283    0.04279    0.02362   38.01310   -4.38524    0.54801   -3.56338    2.00000
 180.00613   -0.37200   21.04799   20.77807    0.37205    0.20534   47.19382    2.52471   -0.03253    2.59542    2.00000
 180.06926    0.00998   22.80223   22.48986    0.06997    0.03862   10.92537   -4.89025    0.81424   -1.40735    2.00000
 180.06944   -0.13356   21.49732   21.27644    0.15054    0.08308   31.60526    3.26221   -4.04209   -2.17898    2.00000
 179.78223   -0.05624   21.97081   21.72972    0.22492    0.12414   21.60512    4.41518    1.97759    5.38722    2.00000
 180.05907    0.24978   22.44894   22.17153    0.25667    0.14166   14.71595   -1.46845   -3.20884   -8.74272    2.00000
 180.06551   -0.06893   22.46535   22.18648    0.09509    0.05248   14.53793    4.46639   -0.25691    3.56879    2.00000
 179.98537    0.02257   22.38692   22.11455    0.02690    0.01485   15.39445    2.06461    2.37459    4.44434    2.00000
 180.14050   -0.00082   22.87935   22.55866    0.14050    0.07755   10.34832   -4.41160   -0.45590   -6.23155    2.00000
 180.08586    0.02151   22.20758   21.94954    0.08852    0.04885   17.66322   -2.94676   -1.49049   -3.92687    2.00000
 179.98241    0.06317   22.04755   21.80116    0.06557    0.03619   20.32401   -4.17664   -1.96860   -5.61021    2.00000
 180.01028   -0.03607   22.01740   21.77310    0.03750    0.02070   20.82730   -1.99471   -3.31922   -5.07777    2.00000
 179.97041   -0.07871   23.67564   23.24323    0.08409    0.04641    5.69092   -4.38709    1.28347   -3.12272    2.00000
 180.02263    0.04379   22.71990   22.41626    0.04929    0.02720   11.80173    0.80074    0.15391    4.53989    2.00000
 179.90405   -0.01175   21.11264   20.85953    0.09666    0.05335   44.14109    6.78333   -0.42972    6.06949    2.00000
 180.01494    0.02970   23.25467   22.88774    0.03324    0.01835    7.78864   -1.56267    0.60954   -1.09384    2.00000
 179.97903    0.05733   23.40165   23.01276    0.06104    0.03369    6.85129   -4.73218   -1.31351  -10.15657    2.00000
 180.00121   -0.02091   22.46769   22.18861    0.02094    0.01156   14.51250    1.28031   -1.14885   -0.89224    2.00000
 179.96144    0.01274   23.32272   22.94589    0.04061    0.02241    7.33640   -0.14255    4.00692    2.64296    2.00000
 179.99133    0.04401   23.46665   23.06778    0.04486    0.02476    6.57425   -6.70380    1.44836   -4.48223    2.00000
 179.93251   -0.04352   21.91879   21.68124    0.08031    0.04432   22.47445   -0.63270   -0.96217   -2.42087    2.00000
 179.97134   -0.01027   21.26482   21.03499    0.03044    0.01680   37.95643    1.51547   -1.59452    0.10475    2.00000
 180.01700    0.04446   21.62871   21.40522    0.04760    0.02627   28.21757   -3.80117    2.95619   -1.43673    2.00000
 179.96085    0.00418   21.72448   21.49754    0.03938    0.02174   25.78938    4.71907   -1.97078    3.22551    2.00000
 180.00792   -0.01044   22.91326   22.58888    0.01310    0.00723   10.11326    1.81543   -0.43253    1.26203    2.00000
 180.03519   -0.02743   23.41525   23.02428    0.04461    0.02462    6.79324   -0.72582    1.30349   -1.80034    2.00000
 180.03886    0.05240   23.46935   23.07007    0.06524    0.03601    6.56273   -2.40301    0.21020   -4.28029    2.00000
 179.87473    0.02505   23.81280   23.35666    0.12776    0.07051    5.11986   -0.74518    0.03043   -6.63378    2.00000
 180.02428   -0.06961   21.46851   21.24699    0.07373    0.04069   32.37969   -4.92289   -2.02326   -7.93746    2.00000
 180.03085    0.00544   22.66626   22.36818    0.03134    0.01730   12.37430    4.49475    0.19526    5.12662    2.00000
 179.99365   -0.03183   23.38804   23.00123    0.03246    0.01791    6.90933    2.40977    4.72561    5.49139    2.00000
 179.98109   -0.12372   23.43692   23.04263    0.12516    0.06908    6.70090    2.22470    1.85261    4.39005    2.00000
 180.02698    0.07998   22.63496   22.34005    0.08441    0.04659   12.70918    1.66041   -0.33515    0.04218    2.00000
