#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.95937   -0.01503   22.39892   22.12560    0.04333    0.02391   15.26279    2.14011   -0.20245    0.89451    2.00000
 179.96095    0.08625   23.06101   22.71909    0.09468    0.05226    9.10044   -0.34328    2.13782    5.75512    2.00000
 179.91806    0.08662   22.88457   22.56331    0.11923    0.06581   10.31216    4.78114    1.10791    5.24367    2.00000
 179.94910    0.03597   22.79225   22.48094    0.06234    0.03441   11.03159    0.98075    0.14254    0.54547    2.00000
 179.98717    0.00662   21.19951   20.96271    0.01445    0.00797   40.27426   -7.19271    0.56900   -6.40849    2.00000
 179.88615   -0.05288   21.99000   21.74758    0.12552    0.06928   21.28484    3.01337    0.79557    4.17544    2.00000
 180.06757   -0.01578   22.01740   21.77310    0.06938    0.03829   20.82730    3.94764    3.99552    8.88187    2.00000
 179.98132    0.10552   21.66627   21.44140    0.10716    0.05914   27.26592  -10.93545    2.78792   -9.03968    2.00000
 179.97923    0.02460   23.58526   23.16792    0.03219    0.01777    6.07008   -4.58303   -3.34255   -5.06780    2.00000
 179.70451    0.09755   22.71242   22.40957    0.31118    0.17175   11.88140    4.07470    0.62312    2.46339    2.00000
 180.00957    0.05534   22.79225   22.48094    0.05616    0.03100   11.03159   -2.70252    1.37892   -0.99532    2.00000
 180.05363    0.07432   20.66982   20.23230    0.09165    0.05058   71.41095   -2.54602   -1.88298   -4.31713    2.00000
 180.02487   -0.00637   22.37732   22.10570    0.02567    0.01417   15.49977   -3.97274   -3.15367   -5.75312    2.00000
 179.83487   -0.14986   21.33358   21.10824    0.22299    0.12308   36.02946    2.44713    1.00538    3.47778    2.00000
 180.02660    0.00194   20.95746   20.65062    0.02666    0.01471   51.97045    2.27274    2.67076    5.38576    2.00000
 179.98532    0.09633   22.03658   21.79096    0.09744    0.05378   20.50702  -12.34242    0.01509  -12.05848    2.00000
 179.96812   -0.01620   19.79820   19.29824    0.03577    0.01974  135.35985    4.30144   -2.16595    2.15308    2.00000
 179.99219   -0.01387   23.16934   22.81366    0.01592    0.00879    8.36491    4.96394   -0.47294    3.50296    2.00000
 179.64517    0.20767   19.50607   18.99291    0.41114    0.22692  162.42842   -1.50268   -0.21568   -1.67490    2.00000
 180.05051   -0.03325   23.08981   22.74427    0.06046    0.03337    8.90463   -1.47322   -2.30729   -3.37908    2.00000
 180.07391    0.00846   23.76041   23.31342    0.07440    0.04106    5.33757    3.53190    1.19191    3.61588    2.00000
 180.00790   -0.01313   18.73946   18.17968    0.01533    0.00846  261.06207    4.51618    0.97117    5.51407    2.00000
 180.02057   -0.03832   22.39412   22.12118    0.04349    0.02400   15.31545    2.54739   -0.55650    1.63054    2.00000
 179.95734    0.00134   21.39287   21.16971    0.04269    0.02356   34.41255   -3.61599   -0.49632   -3.91034    2.00000
 180.03152    0.03890   22.97056   22.63988    0.05007    0.02764    9.71660   -7.01932   -0.58547   -5.55343    2.00000
 180.14429    0.05200   23.24248   22.87716    0.15336    0.08465    7.87097    1.40703    0.16277    2.78769    2.00000
 179.96964    0.02732   22.52862   22.24414    0.04084    0.02254   13.85129    3.32075   -0.59773    5.54570    2.00000
 180.01797    0.06585   23.47746   23.07693    0.06826    0.03767    6.52819   -3.13183    0.78698   -1.00218    2.00000
 180.01395    0.01915   23.25467   22.88774    0.02369    0.01308    7.78864    3.21211   -0.16729    4.14437    2.00000
 180.05708   -0.00093   22.72489   22.42072    0.05709    0.03151   11.74862   -5.00111   -0.79102   -6.14539    2.00000
 180.00781    0.02197   23.15471   22.80096    0.02332    0.01287    8.46370    1.87133   -1.37700   -2.79173    2.00000
 180.05350   -0.08166   23.28462   22.91361    0.09762    0.05388    7.58749    1.60985    2.25764    5.05565    2.00000
 180.34703    0.16284   21.36418   21.14040    0.38333    0.21157   35.18363   -1.12973   -0.66490   -2.67598    2.00000
 179.95755   -0.04406   22.05029   21.80372    0.06118    0.03377   20.27825   -3.88985    0.44469   -2.47314    2.00000
 180.02602    0.05541   22.82468   22.50993    0.06121    0.03378   10.72736    0.39802   -3.40745   -2.09518    2.00000
 179.85802    0.06206   22.04207   21.79606    0.15496    0.08553   20.41551   -2.76223   -2.58890   -5.66539    2.00000
 179.98573    0.02248   21.99548   21.75269    0.02662    0.01469   21.19333    2.51252   -0.30580    2.58221    2.00000
 179.96758   -0.02265   20.74106   20.31910    0.03956    0.02183   66.93741   -0.18528    0.33831    0.31271    2.00000
 179.80891    0.02945   20.83024   20.44152    0.19334    0.10671   60.62891   -3.39941    2.17652   -1.20548    2.00000
 180.00401    0.05598   23.58687   23.16926    0.05612    0.03098    6.06332    3.98580    1.08413    6.28076    2.00000
 179.96165   -0.05514   23.75088   23.30555    0.06717    0.03707    5.37716   -3.04985   -0.51101    3.09182    2.00000
 180.03221   -0.02110   23.62542   23.20147    0.03851    0.02125    5.90118    3.29125    0.46879   11.11538    2.00000
 179.98125    0.03761   20.30220   19.82809    0.04203    0.02320   95.13948    2.28850    0.55688    2.95754    2.00000
 179.92931    0.04564   23.47476   23.07464    0.08415    0.04645    6.53971    1.31479    3.09299    3.70881    2.00000
 180.02824   -0.02737   23.55314   23.14096    0.03933    0.02171    6.20581   -1.89688   -0.51985    2.77550    2.00000
 179.88734   -0.00942   22.93934   22.61213    0.11306    0.06240    9.93244    2.04353    0.78604    0.35705    2.00000
 179.94865   -0.00115   23.33088   22.95280    0.05137    0.02835    7.28260   -2.67014   -2.92642   -5.63335    2.00000
 180.05110    0.02559   23.76041   23.31342    0.05715    0.03154    5.33757    0.27738    2.49651    6.85379    2.00000
 180.00021    0.00995   23.20591   22.84541    0.00996    0.00550    8.11794    4.74552   -0.31116   -0.71611    2.00000
 180.13806    0.14266   23.83661   23.37632    0.19853    0.10957    5.02090   -1.81778    0.75244    7.17588    2.00000
 180.01436    0.01844   21.20979   20.97465    0.02337    0.01290   39.82660   -5.12047    0.31289   -4.95658    2.00000
 180.07025   -0.01924   22.54034   22.25482    0.07284    0.04020   13.72413    0.60935   -0.77801    0.73466    2.00000
 180.03632   -0.01147   19.58479   19.07494    0.03809    0.02102  155.03999   -4.72027   -3.91938   -8.59585    2.00000
 180.02621   -0.26825   21.83987   21.60725    0.26953    0.14876   23.80132   -8.60115   -3.82098  -12.95139    2.00000
 179.99017   -0.05916   21.86164   21.62766    0.05997    0.03310   23.43528    2.15887   -0.29357    2.02041    2.00000
 179.92181   -0.02075   23.28734   22.91591    0.08089    0.04465    7.56956    2.18284    4.94619    2.84702    2.00000
 179.94748   -0.05563   23.02500   22.68763    0.07650    0.04222    9.34521   -0.29103   -2.76262   -3.87389    2.00000
 180.05440    0.05941   18.01694   18.02742    0.08055    0.04446  282.03494    1.33119   -2.42517   -1.04729    2.00000
 180.03545   -0.00691   23.65318   23.22464    0.03612    0.01994    5.78455   -0.16959    0.80042    2.21056    2.00000
 180.00002   -0.01616   23.33361   22.95511    0.01616    0.00892    7.26466    1.79107   -2.16876    2.86471    2.00000
 179.94801   -0.00427   17.68300   17.03357    0.05217    0.02879  469.77081    1.67887   -0.48938    1.20039    2.00000
 181.18456    0.13471   19.76222   19.26074    1.19219    0.65809  138.66466    2.98915   -0.78225    2.27905    2.00000
 179.97485    0.07682   21.89974   21.66338    0.08083    0.04461   22.79473   -7.46321   -0.71604   -8.89246    2.00000
 179.92390   -0.09463   23.33905   22.95972    0.12143    0.06702    7.22879    9.16670    0.51143   10.84775    2.00000
 179.81802    0.01153   23.59490   23.17597    0.18233    0.10063    6.02954    6.30626    3.26192   12.45937    2.00000
 179.99417    0.03392   22.93934   22.61213    0.03442    0.01900    9.93244   -0.91820    3.07290    0.77711    2.00000
 179.99170    0.04198   21.62092   21.39774    0.04279    0.02362   28.41444   -3.04386   -4.70412   -7.00654    2.00000
 179.99181   -0.01273   22.58019   22.29084    0.01514    0.00836   13.29522   -3.89908   -0.24824   -5.51744    2.00000
 179.96494    0.11282   23.47476   23.07464    0.11814    0.06521    6.53971    4.22207    1.78317   -4.44893    2.00000
 180.06473   -0.07004   21.81809   21.58684    0.09538    0.05264   24.16735    3.73873   -0.03328    2.43726    2.00000
