#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.67722    0.09898   22.18188   21.92592    0.33762    0.18634   18.08687   -0.40402    1.79629    1.78017    2.00000
 180.05099    0.07708   22.03384   21.78841    0.09242    0.05101   20.55278   -1.46151    2.44210    2.09845    2.00000
 180.05634    0.00854   22.69745   22.39619    0.05697    0.03144   12.04074   -4.27055    1.46309   -2.71156    2.00000
 179.99550   -0.03190   17.92296   17.94804    0.03222    0.01778  294.67419   -0.94299   -0.51956   -1.44472    2.00000
 180.02170    0.02058   21.87797   21.64297    0.02991    0.01651   23.16076    2.03779    3.10983    4.73105    2.00000
 179.94376    0.02183   23.36082   22.97817    0.06033    0.03330    7.08531    6.11432    1.47769    3.31932    2.00000
 179.99619    0.05173   22.98133   22.64933    0.05187    0.02863    9.64310    1.51441    1.18609    2.22954    2.00000
 179.92935    0.06353   22.78726   22.47648    0.09501    0.05244   11.08471   -6.99533   -1.00904   -9.75876    2.00000
 180.00647   -0.00995   22.75483   22.44748    0.01187    0.00655   11.42994    0.73470   -0.40820   -1.83107    2.00000
 179.86690    0.02170   23.08021   22.73588    0.13486    0.07443    8.96990   -0.34121   -1.31469   -3.80960    2.00000
 179.90967   -0.18228   23.22541   22.86234    0.20344    0.11228    7.98622   -0.18159    1.08688    8.95467    2.00000
 180.01489   -0.00840   23.01150   22.67579    0.01710    0.00944    9.43729   -3.21047    0.06326   -1.03042    2.00000
 179.96320    0.10741   23.25955   22.89198    0.11354    0.06266    7.75571   -2.25640    1.26244   -1.52670    2.00000
 179.90958   -0.03630   23.74487   23.30058    0.09743    0.05377    5.40222    4.20004    1.37395    2.00736    2.00000
 180.00555   -0.09848   22.30012   22.03459    0.09864    0.05444   16.34650    5.36533    1.73483    7.68030    2.00000
 180.00253   -0.02465   22.31971   22.05263    0.02478    0.01368   16.13173    1.43863    1.69517    2.47712    2.00000
 179.98785   -0.01712   22.98241   22.65027    0.02099    0.01159    9.63575    2.54574   -2.31279   -0.17255    2.00000
 180.02544    0.04840   22.82723   22.51221    0.05468    0.03018   10.70962    1.06049   -2.87884   -4.72131    2.00000
 180.07933    0.05025   23.60454   23.18403    0.09391    0.05183    5.98901   -0.85985    1.61460    6.10186    2.00000
 180.00140    0.06264   23.09221   22.74637    0.06265    0.03458    8.88831   -0.22198    0.73471   -4.21487    2.00000
 179.97870    0.03272   23.19372   22.83482    0.03904    0.02155    8.20027   -1.18029    1.17616    2.15706    2.00000
 179.98099    0.00101   23.11622   22.76735    0.01904    0.01051    8.72513   -3.59466   -0.34854   -1.98096    2.00000
 180.05734   -0.04469   19.13477   18.60141    0.07270    0.04012  205.72507   -5.98711   -0.28406   -6.33496    2.00000
 179.89783    0.05133   23.23517   22.87081    0.11434    0.06311    7.92036    5.73847    1.01100    6.89263    2.00000
 180.06378   -0.05335   23.12342   22.77364    0.08315    0.04589    8.67618    1.34329   -0.04267    0.45441    2.00000
 180.00394    0.03918   23.54773   23.13639    0.03938    0.02174    6.22884   -3.06606    0.14187   -4.59254    2.00000
 179.97031    0.04355   21.06296   20.79780    0.05271    0.02909   46.45434    2.06543   -0.90277    0.97903    2.00000
 179.99155    0.04338   21.18794   20.94927    0.04420    0.02440   40.77786    3.59694   -2.74915    1.05657    2.00000
 180.07387   -0.02924   22.04207   21.79606    0.07945    0.04385   20.41551    0.84584    1.45193    1.45404    2.00000
 179.99406   -0.01368   23.73364   23.29128    0.01492    0.00823    5.44904    0.57506    0.90496   -1.92966    2.00000
 179.97472   -0.04333   23.19128   22.83271    0.05017    0.02769    8.21673   -0.96267   -0.41328   -2.29222    2.00000
 179.98885    0.09212   23.79137   23.33897    0.09279    0.05121    5.20893   -1.12216   -0.63269    1.74684    2.00000
 180.11929   -0.08620   23.26930   22.90045    0.14719    0.08124    7.68986    0.74806   -3.75861    1.55346    2.00000
 180.00377   -0.05559   23.14262   22.79042    0.05572    0.03075    8.54564    2.90022    0.93477    2.71510    2.00000
 180.07837    0.07809   22.01192   21.76799    0.11063    0.06106   20.91881   -0.32563    0.91732    1.76707    2.00000
 179.99480    0.02188   22.51925   22.23560    0.02249    0.01241   13.95302   -0.37196   -1.34920   -1.79588    2.00000
 179.95753    0.09555   19.87039   19.37366    0.10456    0.05771  128.71295   -2.06629   -0.22999   -2.20622    2.00000
 179.94769    0.03239   23.78660   23.33504    0.06153    0.03396    5.22872   -1.32486   -0.35604   -3.10256    2.00000
 179.99051    0.02240   23.76041   23.31342    0.02433    0.01343    5.33757    3.01955    4.69336    5.46900    2.00000
 179.96857    0.00457   23.39892   23.01045    0.03176    0.01753    6.86289   -6.87289   -0.82241   -6.19301    2.00000
 179.71779    0.03357   19.78696   19.28652    0.28420    0.15686  136.39259   -2.40403    2.34620   -0.07103    2.00000
