#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 180.21271   -0.21026   22.21787   21.95899    0.29908    0.16507   17.49376   -3.06027   -0.95220   -3.97190    2.00000
 179.99995   -0.00393   22.47003   22.19075    0.00393    0.00217   14.48707    1.72943   -2.24765   -1.04915    2.00000
 180.00060    0.05198   23.42611   23.03348    0.05199    0.02869    6.74695   -2.28973    1.15034    3.51331    2.00000
 180.02277   -0.01626   22.54034   22.25482    0.02797    0.01544   13.72413   -1.41916   -0.44792   -1.48852    2.00000
 179.97383    0.02645   23.57723   23.16121    0.03721    0.02054    6.10386   -1.03681   -1.14491   -1.35402    2.00000
 180.01155   -0.13006   23.63827   23.21221    0.13057    0.07207    5.84713    2.01218    0.65230   -9.88016    2.00000
 180.04388   -0.03863   21.33156   21.10609    0.05847    0.03227   36.08614   -1.35404   -1.47639   -2.37737    2.00000
 180.19080   -0.04584   21.30729   21.08023    0.19623    0.10831   36.76624  -11.76954    1.52201  -10.50272    2.00000
 180.02037   -0.09831   23.82709   23.36845    0.10040    0.05541    5.06049    2.07738   -1.40088   -3.94759    2.00000
 180.08598   -0.00437   23.01365   22.67768    0.08609    0.04752    9.42258   -1.95592    1.69667   -0.93862    2.00000
 180.15227   -0.09619   22.73238   22.42741    0.18011    0.09941   11.66895   -0.60325   -1.74238    0.08422    2.00000
 179.98470    0.15916   23.02119   22.68429    0.15990    0.08825    9.37113    4.40255    0.27839    5.49789    2.00000
 179.58691   -0.03231   20.39706   19.92960    0.41434    0.22869   88.19694   -6.19462   -0.57879   -6.63936    2.00000
 179.98206    0.05033   23.70744   23.26958    0.05343    0.02949    5.55827   -1.13620   -0.84151   -5.04243    2.00000
 179.95345   -0.00955   23.43422   23.04034    0.04752    0.02623    6.71241    0.46044   -0.12959   -2.68402    2.00000
 180.04701    0.11653   23.54773   23.13639    0.12565    0.06935    6.22884    4.72901   -0.42205   -2.12791    2.00000
 179.98126   -0.00946   21.74565   21.51795    0.02099    0.01159   25.40271   -2.88385   -0.17829   -3.71630    2.00000
 179.94402   -0.04572   23.12342   22.77364    0.07228    0.03989    8.67618   -1.98997    0.32363   -0.55687    2.00000
 179.95299    0.01035   21.37983   21.15639    0.04813    0.02657   34.76304    3.97827   -0.56133    3.48676    2.00000
 180.03419    0.03320   21.49466   21.27371    0.04766    0.02631   31.67685   -1.84728    4.01038    1.82818    2.00000
 179.88168    0.01711   22.43957   22.16298    0.11955    0.06598   14.81768   -2.42346    1.27487   -1.91220    2.00000
 179.94185    0.00114   21.12310   20.87223    0.05816    0.03210   43.66511   -6.05228   -1.62573   -7.57354    2.00000
 180.00403    0.05838   23.79613   23.34290    0.05852    0.03230    5.18913    2.15620   -2.05246   -3.67305    2.00000
 179.89902    0.07866   23.70183   23.26493    0.12801    0.07065    5.58168    0.05201   -1.47157    0.05761    2.00000
 179.96712   -0.00891   21.21750   20.98361    0.03407    0.01880   39.49087    3.36059    0.75342    4.14423    2.00000
 180.01756    0.02779   23.01688   22.68051    0.03287    0.01814    9.40053   -1.18209   -0.24132   -0.39836    2.00000
 179.97701   -0.07070   21.50621   21.28551    0.07435    0.04103   31.36662   -1.17513   -1.20551   -3.28531    2.00000
 180.02747   -0.07131   20.84135   20.45898    0.07642    0.04218   59.72894   -0.91720   -1.07638   -2.18197    2.00000
 179.97420   -0.03373   23.00611   22.67106    0.04246    0.02344    9.47404   -2.55974    2.64519   -0.16592    2.00000
 180.12811   -0.13439   21.20208   20.96570    0.18567    0.10247   40.16234   -1.42233    1.86294    0.69273    2.00000
 180.02998   -0.01834   22.54972   22.26336    0.03516    0.01940   13.62241   -1.06056   -3.00686   -5.49561    2.00000
 179.98669    0.04612   22.21529   21.95663    0.04801    0.02650   17.53613   -6.34706    1.16535   -5.85100    2.00000
 179.98106   -0.05260   21.76417   21.53581    0.05591    0.03086   25.08243    4.37911    4.08954    7.12497    2.00000
 180.95161   -0.14407   23.63345   23.20818    0.96246    0.53125    5.86740    5.78612   -0.29303    7.31200    2.00000
 180.13914    0.00413   23.19859   22.83906    0.13921    0.07683    8.16734    4.06914    1.11971    2.80238    2.00000
 180.08292    0.06199   22.85848   22.54006    0.10352    0.05713   10.49298    6.71350   -2.61914    3.81100    2.00000
 179.93790   -0.00541   23.55584   23.14325    0.06235    0.03441    6.19430    1.88332    0.70680    8.30911    2.00000
 180.00902    0.00926   22.81969   22.50547    0.01292    0.00713   10.76205    4.02332    1.34758    3.73436    2.00000
 180.13309    0.08444   22.12026   21.86954    0.15761    0.08699   19.09779   -2.27913   -1.69637   -2.44779    2.00000
 179.95763    0.02822   21.80176   21.57153    0.05092    0.02811   24.44187   -0.11620   -1.38873   -1.58836    2.00000
 180.04199    0.02691   21.97903   21.73738    0.04987    0.02752   21.46786    0.04530    0.14150   -0.32475    2.00000
 179.98576    0.07116   23.03941   22.70021    0.07257    0.04005    9.24730   -3.94318   -2.10893   -4.33528    2.00000
 180.00310    0.09936   22.37012   22.09907    0.09941    0.05487   15.57877    0.30394    3.46038    2.84515    2.00000
 179.99954    0.04107   20.90691   20.56854    0.04107    0.02267   55.04639    3.07029    0.61362    3.59844    2.00000
 180.02676   -0.02472   23.58687   23.16926    0.03644    0.02011    6.06332    2.00259    1.29816    7.26432    2.00000
 179.99791   -0.01313   23.01796   22.68146    0.01329    0.00734    9.39318    3.81072    0.76809    6.28386    2.00000
 179.98325    0.00315   21.69802   21.47202    0.01706    0.00942   26.46053    2.44939    0.12046    2.68826    2.00000
 180.05095   -0.03372   22.76980   22.46086    0.06109    0.03372   11.27060    0.61777    0.51676    1.73908    2.00000
 180.00491   -0.01475   21.98177   21.73993    0.01555    0.00858   21.42210   -0.25060   -0.80558   -1.33266    2.00000
 179.95595   -0.05772   22.84544   22.52844    0.07261    0.04008   10.58339   -2.40399   -4.02816   -5.55376    2.00000
 179.90520   -0.09010   22.43012   22.15435    0.13079    0.07218   14.92048   -4.37046   -3.25826   -9.32268    2.00000
 180.00961   -0.06195   22.08607   21.83733    0.06269    0.03460   19.67546   -4.98054   -0.46958   -5.27672    2.00000
 179.98598   -0.01368   23.32000   22.94358    0.01960    0.01082    7.35434    4.05106    0.08316    0.48544    2.00000
 179.99181   -0.01960   23.59008   23.17195    0.02124    0.01173    6.04981   10.53683    3.26732   21.96324    2.00000
 180.04712   -0.03104   23.33088   22.95280    0.05643    0.03114    7.28260    1.29451   -0.42036   -0.27938    2.00000
 179.92702   -0.22065   22.88717   22.56563    0.23241    0.12827   10.29408    6.91778   -2.42156    4.06261    2.00000
 180.00011   -0.01533   23.12582   22.77574    0.01533    0.00846    8.65986    1.29962   -1.55498   -1.72439    2.00000
 179.98560    0.02121   23.63827   23.21221    0.02565    0.01415    5.84713    3.64656   -2.43070   -0.84879    2.00000
 180.02238    0.04592   21.21365   20.97913    0.05109    0.02820   39.65874    0.78236    0.64461    2.09324    2.00000
 180.03894    0.01456   22.47941   22.19929    0.04158    0.02295   14.38535   -2.66546   -1.02479   -2.24479    2.00000
 179.96115    0.07162   22.44191   22.16512    0.08148    0.04497   14.79225    4.49803    0.91191    5.57810    2.00000
 180.12926   -0.13032   22.88717   22.56563    0.18355    0.10131   10.29408    2.84761    1.12747    3.63265    2.00000
 180.05116    0.00798   23.34449   22.96433    0.05179    0.02858    7.19292    3.31752    0.44073    3.06135    2.00000
 180.03769    0.02847   17.94021   17.87566    0.04723    0.02607  307.01880    6.85344    1.79417    8.66235    2.00000
 179.98271   -0.03282   20.57248   20.11983    0.03710    0.02048   77.20663   -1.26870    0.09602   -1.36574    2.00000
 180.02049   -0.03104   23.58205   23.16524    0.03720    0.02053    6.08359   -7.07731   -0.72069   -5.18557    2.00000
 180.08990   -0.05954   23.81994   23.36256    0.10783    0.05951    5.09017    4.84650    0.05491   -1.98478    2.00000
 179.98621   -0.08192   21.90246   21.66593    0.08307    0.04585   22.74897    0.70914    0.81551    1.55680    2.00000
 180.00987    0.04760   23.66254   23.23239    0.04861    0.02683    5.74554    0.02247   -1.62276   -9.91873    2.00000
 179.99548   -0.02037   23.34449   22.96433    0.02086    0.01152    7.19292    4.34481    1.30944    4.52329    2.00000
 180.00829    0.05342   23.35266   22.97125    0.05406    0.02983    7.13912    1.09506   -0.20623   -2.43011    2.00000
 179.98993   -0.11770   21.98177   21.73993    0.11813    0.06520   21.42210    3.49911    1.47686    4.51298    2.00000
 180.00761   -0.00615   22.53097   22.24628    0.00979    0.00540   13.82586   -2.77782    0.57715   -2.16288    2.00000
 180.05872   -0.01874   22.67930   22.37990    0.06163    0.03401   12.23476   -5.35655   -0.98393   -8.03121    2.00000
 180.04497   -0.00409   23.32816   22.95050    0.04515    0.02492    7.30053   -3.87474   -0.44997  -11.00100    2.00000
 179.93031    0.05839   22.89500   22.57261    0.09091    0.05018   10.23983   -2.98622   -2.42831   -6.06108    2.00000
 180.08363    0.06296   22.25642   21.99443    0.10469    0.05778   16.85829   -2.13164   -0.41363   -4.57755    2.00000
 180.05611    0.07333   21.12011   20.86860    0.09233    0.05096   43.80110   -4.42803   -0.41954   -4.76819    2.00000
 179.97209   -0.02176   21.89430   21.65828    0.03539    0.01953   22.88624   -2.11755    2.31855    0.35221    2.00000
 179.83679    0.07615   23.45314   23.05635    0.18010    0.09940    6.63182    0.07884   -0.48795    4.24616    2.00000
 180.02258   -0.07476   23.76041   23.31342    0.07810    0.04311    5.33757    1.37333   -1.71491   -5.22627    2.00000
 180.03569    0.02402   23.65318   23.22464    0.04302    0.02374    5.78455    0.21766   -2.65597    2.38918    2.00000
 180.54195    0.05051   23.78660   23.33504    0.54430    0.30042    5.22872   -2.09688    0.90043   -1.40516    2.00000
 179.96275    0.07708   23.76755   23.31931    0.08561    0.04725    5.30789    1.60897   -1.84536    1.39114    2.00000
 179.97319   -0.03099   22.15314   21.89960    0.04098    0.02262   18.55891   -2.57840   -1.26111   -3.67019    2.00000
 180.03198    0.01637   23.59972   23.18000    0.03593    0.01983    6.00928    1.41703    5.69741   13.50296    2.00000
 179.98927    0.00085   23.67189   23.24013    0.01077    0.00594    5.70652    1.92183   -2.83661   -3.15792    2.00000
 180.02266   -0.12277   23.48017   23.07922    0.12484    0.06890    6.51668    0.20291   -0.41212    0.39503    2.00000
 179.93825   -0.00367   23.43152   23.03805    0.06186    0.03414    6.72392   -5.62678   -2.10319  -12.62183    2.00000
 180.04283   -0.02911   23.66254   23.23239    0.05179    0.02858    5.74554    1.53668   -0.47344   -2.70479    2.00000
 180.03342    0.01975   22.40612   22.13224    0.03881    0.02142   15.18380   -3.00219   -1.46488   -5.98466    2.00000
 180.34711   -0.20104   22.62453   22.33068    0.40112    0.22139   12.82081   -4.71484   -0.98581   -5.09605    2.00000
 180.01625    0.02157   20.85853   20.48633    0.02700    0.01490   58.31949   -2.34640   -0.80738   -2.66290    2.00000
 180.04881   -0.05371   22.13670   21.88457    0.07257    0.04005   18.82835    1.94796    0.20673    1.73938    2.00000
 179.98077   -0.00050   21.27493   21.04576    0.01923    0.01061   37.67305   -0.28267   -2.22462   -2.48594    2.00000
 180.13918    0.11184   21.45025   21.22834    0.17854    0.09854   32.87038   -4.37281    5.42737    0.95702    2.00000
 180.00810   -0.03624   23.38804   23.00123    0.03714    0.02050    6.90933    3.18523   -1.85226   -5.23368    2.00000
 180.07484   -0.01262   22.25128   21.98971    0.07591    0.04190   16.94302   -1.08179   -0.19116   -0.86918    2.00000
 179.98772    0.02223   22.45128   22.17366    0.02539    0.01401   14.69052   -5.70508   -2.92653  -11.29308    2.00000
 180.04443   -0.04999   22.62975   22.33537    0.06689    0.03692   12.76499   -1.43491   -0.85686   -0.74829    2.00000
 179.93771    0.30901   22.13451   21.88257    0.31523    0.17398   18.86427    8.52016    1.55430    9.44072    2.00000
 180.18364   -0.05133   23.29006   22.91822    0.19068    0.10524    7.55162   -5.79632   -0.59334   -8.09265    2.00000
 180.03610   -0.02233   20.84413   20.46335    0.04245    0.02343   59.50395    2.70932    3.16324    5.30329    2.00000
 180.05302    0.05176   21.88069   21.64552    0.07411    0.04090   23.11501    5.43782    3.26275    9.90571    2.00000
 180.09579   -0.04534   23.74674   23.30213    0.10598    0.05849    5.39442    1.43983    1.43691    2.35406    2.00000
 179.97333   -0.11563   21.76682   21.53836    0.11866    0.06549   25.03668   -0.48842   -0.78675   -1.20578    2.00000
 179.99579    0.07833   22.14108   21.88858    0.07844    0.04330   18.75650    4.86300   -2.42509    1.65852    2.00000
 179.98007    0.02705   23.53962   23.12953    0.03360    0.01854    6.26338    1.81941    0.72453    2.59505    2.00000
 179.96223    0.00397   22.83240   22.51682    0.03797    0.02096   10.67380    0.19562   -1.15277   -0.51734    2.00000
 180.01694   -0.02343   23.73551   23.29283    0.02890    0.01595    5.44123   -0.96081    0.83854    1.59255    2.00000
 179.95775   -0.05420   21.20851   20.97316    0.06872    0.03793   39.88256   -4.25125   -1.56483   -4.99105    2.00000
 180.01312    0.01070   23.29006   22.91822    0.01693    0.00935    7.55162    2.32678    3.53551    6.95490    2.00000
 179.55344    0.05867   22.97056   22.63988    0.45040    0.24859    9.71660    0.29263   -0.56225   -0.12616    2.00000
 179.99001   -0.02980   22.00644   21.76289    0.03143    0.01735   21.01032    5.54740   -0.24702    5.11224    2.00000
 179.99561    0.01874   23.13062   22.77993    0.01925    0.01063    8.62723   -1.17454   -1.89520    1.23417    2.00000
 179.91241    0.08131   19.19957   18.66982    0.11951    0.06596  198.15973    3.69925   -1.13633    2.58134    2.00000
 180.00951    0.00415   22.40132   22.12781    0.01037    0.00573   15.23646   -0.80114   -1.90680   -2.70044    2.00000
 180.00615   -0.00831   22.22558   21.96608    0.01034    0.00571   17.36667   -2.65548   -0.52977   -2.61767    2.00000
 180.11816    0.07888   17.46645   16.79289    0.14208    0.07841  531.35291    1.64283    0.29783    1.94050    2.00000
 180.20189    0.18813   22.50519   22.22278    0.27596    0.15231   14.10560    1.54196   -1.16094   -0.55897    2.00000
 180.01108   -0.01886   21.13355   20.88493    0.02188    0.01208   43.18912    2.25670    1.02005    3.27199    2.00000
 180.03439   -0.02753   21.57420   21.35283    0.04405    0.02431   29.59567   -1.98288   -3.22213   -4.29329    2.00000
 180.00980    0.05147   23.65693   23.22774    0.05239    0.02892    5.76894    2.64888   -0.98726    9.22847    2.00000
 180.02048    0.00409   22.31731   22.05042    0.02089    0.01153   16.15806   -1.82231    1.45691   -0.25920    2.00000
 179.94273   -0.08618   23.59329   23.17463    0.10347    0.05711    6.03630   -0.55779    2.54784    0.27192    2.00000
 179.88783   -0.06008   23.59811   23.17866    0.12724    0.07022    6.01603    1.98454    1.25402    6.53319    2.00000
 179.92255    0.08365   23.68312   23.24943    0.11401    0.06292    5.65971    3.25285   -1.67906    3.56353    2.00000
 180.01202   -0.08376   23.58365   23.16658    0.08462    0.04670    6.07684    2.59228    3.05362   11.03869    2.00000
 180.00771   -0.06183   21.59561   21.37342    0.06231    0.03439   29.05427   -0.66453    1.82585    0.56370    2.00000
 180.06567   -0.08508   22.20501   21.94718    0.10748    0.05932   17.70559   -2.96570    0.56920   -2.53645    2.00000
 179.99521   -0.00382   23.37443   22.98970    0.00613    0.00338    6.99564   -2.08661   -0.83596   -2.29524    2.00000
 179.98427    0.00385   22.85327   22.53541    0.01620    0.00894   10.52914   -2.05059    0.30707   -0.92777    2.00000
 180.02386   -0.02327   23.56919   23.15450    0.03333    0.01840    6.13764    5.03805    1.19740    8.89150    2.00000
 179.94250   -0.00879   23.15227   22.79884    0.05816    0.03210    8.48017   -1.36061    1.23145   -3.93033    2.00000
 180.27156   -0.02225   23.42070   23.02890    0.27247    0.15038    6.77002    9.73797    2.44528   13.77948    2.00000
