#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.95992    0.09114   23.82947   23.37042    0.09956    0.05495    5.05059   -3.23721   -1.92471   -6.93100    2.00000
 179.97551    0.01987   23.04421   22.70441    0.03153    0.01740    9.21467    1.35155    2.03026    3.81074    2.00000
 180.26051   -0.43561   22.33411   22.06590    0.50757    0.28014   15.97374   -0.50871   -0.62951   -1.20405    2.00000
 179.95100    0.06170   23.51530   23.10895    0.07879    0.04348    6.36700   -4.79578    2.03528   -5.96232    2.00000
 179.88637   -0.18167   23.62060   23.19744    0.21428    0.11827    5.92145   -2.53633    2.27493    1.78748    2.00000
 179.97673    0.26388   23.19859   22.83906    0.26490    0.14620    8.16734   -2.83576    0.46827   -6.76891    2.00000
 180.00708   -0.02490   22.67148   22.37286    0.02589    0.01429   12.31848   -1.50745   -0.83248   -1.75234    2.00000
 179.95818    0.10765   17.92629   17.52503    0.11549    0.06374  366.82123   -3.61188    2.42688   -1.14613    2.00000
 179.95172    0.07201   19.64391   19.13684    0.08670    0.04785  149.58466    3.81394    1.92996    5.87690    2.00000
 180.10382    0.00912   23.77470   23.32521    0.10422    0.05752    5.27820    1.92755    4.32610    5.73354    2.00000
 179.90266    0.03374   22.82219   22.50770    0.10301    0.05685   10.74471    0.41275   -1.72794    1.64133    2.00000
 179.99103   -0.00130   22.35331   22.08359    0.00907    0.00501   15.76309    1.41110    1.13502    4.07361    2.00000
 179.99791   -0.04241   22.94716   22.61910    0.04246    0.02344    9.87819    4.57324    0.57628    3.79338    2.00000
 180.07822    0.33215   23.23517   22.87081    0.34124    0.18834    7.92036   -0.18392    0.31238    0.83338    2.00000
 179.98183   -0.02847   21.12310   20.87223    0.03378    0.01864   43.66511   -5.86361   -2.39456   -7.96037    2.00000
 180.05165   -0.03683   22.22558   21.96608    0.06344    0.03501   17.36667    2.31612   -1.80508    1.23470    2.00000
 179.96564    0.01921   23.20835   22.84753    0.03937    0.02173    8.10148    1.11329   -0.75797    3.74173    2.00000
 179.98756    0.06948   20.92199   20.59315    0.07058    0.03896   54.12417    3.72283   -5.05423   -1.15137    2.00000
 179.97122    0.05129   22.37732   22.10570    0.05881    0.03246   15.49977    6.26216    0.74944    8.49929    2.00000
 179.99083    0.30253   22.49347   22.21210    0.30267    0.16705   14.23276    3.66576    1.09782    6.20215    2.00000
 180.00087    0.04215   22.18702   21.93064    0.04216    0.02327   18.00214   -1.22085   -0.63790   -1.88532    2.00000
 180.06400    0.06053   22.08452   21.83586    0.08808    0.04862   19.70189    0.77191   -1.59202   -0.14988    2.00000
 180.03062    0.09966   22.65844   22.36115    0.10425    0.05754   12.45802    3.28301    2.78038    7.26929    2.00000
 179.90831   -0.13598   23.64791   23.22026    0.16401    0.09052    5.80660    2.94443   -0.57926   -1.27042    2.00000
 180.13503   -0.08300   21.08129   20.82143    0.15850    0.08748   45.56904    2.33587   -0.15368    2.77430    2.00000
 179.79813    0.07313   20.10666   19.62173    0.21471    0.11850  109.25267   -1.19279    0.49363   -0.57531    2.00000
 180.07838   -0.06485   23.23029   22.86658    0.10173    0.05615    7.95329    5.17447    0.34180    1.06288    2.00000
 180.01991   -0.11336   23.41253   23.02198    0.11510    0.06353    6.80485    4.65545    0.40486    4.05723    2.00000
 179.73656    0.52996   20.82931   20.44006    0.59183    0.32666   60.70390   -5.28079    0.36319   -4.53683    2.00000
 179.98383   -0.01275   23.32816   22.95050    0.02060    0.01137    7.30053   -0.24544    1.47271   -1.56699    2.00000
 180.02473   -0.00598   23.26686   22.89833    0.02545    0.01405    7.70632    0.07194   -1.46639    2.53901    2.00000
 179.98447    0.01897   23.29550   22.92283    0.02452    0.01353    7.51575    2.60187   -0.39811    0.37350    2.00000
 180.01147   -0.01482   23.65505   23.22619    0.01875    0.01035    5.77675   -1.08269   -1.18910   -0.51374    2.00000
 180.02472   -0.03813   23.61257   23.19074    0.04544    0.02508    5.95523    4.80267    1.93039    6.57151    2.00000
 179.92043    0.06339   23.01150   22.67579    0.10173    0.05615    9.43729    1.54398    1.17188    4.18373    2.00000
 179.99464    0.00157   23.53962   23.12953    0.00558    0.00308    6.26338    1.79564    1.48054    7.37289    2.00000
 179.83495    0.37844   21.12310   20.87223    0.41287    0.22788   43.66511   -4.23279   -1.37317   -5.77203    2.00000
 179.97998   -0.07772   23.73177   23.28973    0.08026    0.04430    5.45684    0.31057    2.75372    2.78501    2.00000
 180.00983    0.02350   22.89761   22.57493    0.02547    0.01406   10.22175    1.64804   -0.74685    2.16346    2.00000
 179.98317    0.03033   21.29313   21.06515    0.03469    0.01915   37.16297   -1.00407   -1.23011   -1.65394    2.00000
 179.85329   -0.05157   22.69994   22.39842    0.15552    0.08584   12.01418   -1.08833   -4.73989   -4.37232    2.00000
 179.90532    0.01869   23.05861   22.71700    0.09651    0.05326    9.11676    0.00623    0.78898   -0.85658    2.00000
 180.03304   -0.06340   22.00918   21.76544    0.07149    0.03946   20.96456   -2.32072    0.12429   -0.92795    2.00000
 180.09698    0.01996   23.32000   22.94358    0.09902    0.05465    7.35434    0.80089    2.74891    7.19921    2.00000
 179.77635    0.07814   22.21272   21.95427    0.23691    0.13076   17.57849    3.21098    0.47759    3.20054    2.00000
 179.96472   -0.00865   22.61671   22.32365    0.03632    0.02005   12.90453    0.50617   -3.47312   -4.49835    2.00000
 180.04523   -0.01675   23.76517   23.31735    0.04823    0.02662    5.31778   -0.98979   -0.42775   -1.09261    2.00000
 180.12354   -0.05237   21.30527   21.07808    0.13417    0.07405   36.82292    1.56716    0.09143    2.29424    2.00000
 179.84517    0.01057   22.96020   22.63073    0.15519    0.08565    9.78778   -2.91792    0.88491   -0.55450    2.00000
 179.98708   -0.01690   21.98451   21.74248    0.02128    0.01175   21.37635    3.48293   -3.07945    0.84566    2.00000
 180.06049    0.07031   23.02500   22.68763    0.09274    0.05118    9.34521    2.26756   -0.52630    3.18135    2.00000
 180.02972   -0.02645   21.20594   20.97017    0.03979    0.02196   39.99447    1.34043   -0.54362    1.27548    2.00000
 180.00351    0.04014   22.17417   21.91883    0.04029    0.02224   18.21397   -1.38527   -0.53357   -1.63858    2.00000
 180.09892   -0.00810   23.15958   22.80519    0.09926    0.05478    8.43077   -0.54537    0.05145   -1.40303    2.00000
 180.10066   -0.33719   23.77708   23.32718    0.35189    0.19422    5.26830   -2.73264   -2.66824   -5.62840    2.00000
 180.03172    0.03378   22.73238   22.42741    0.04634    0.02558   11.66895   -0.99165   -0.02287    0.03896    2.00000
 178.79385   -0.25827   22.04207   21.79606    1.23348    0.68089   20.41551   11.35030    3.30530   15.38942    2.00000
