#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE       VSYS       VMEAS      VSYSERR    
 179.96964   -0.01569   23.78899   23.33700    0.03418    0.01887    5.21882    1.02357   -2.41979   -7.16074    2.00000
 180.01625   -0.02433   21.28504   21.05653    0.02926    0.01615   37.38967  -10.61980    0.27606  -10.19764    2.00000
 179.96217   -0.00942   20.38784   19.91969    0.03899    0.02152   88.87426   -6.34343   -3.43252   -9.68276    2.00000
 179.87621    0.06493   23.47746   23.07693    0.13978    0.07715    6.52819    3.45065    0.38304   -0.80316    2.00000
 180.01517   -0.02945   23.75803   23.31145    0.03313    0.01828    5.34747   -1.26540    5.67413   12.13233    2.00000
 180.13937   -0.03039   23.28734   22.91591    0.14265    0.07873    7.56956    0.35135    0.61895   -0.15671    2.00000
 179.99828    0.04341   21.70861   21.48223    0.04344    0.02398   26.19207   -3.36006   -0.96536   -4.67486    2.00000
 179.97722    0.04392   22.73737   22.43187    0.04948    0.02731   11.61584   -8.70249    0.33965   -6.78403    2.00000
 180.06567    0.14096   23.80327   23.34880    0.15551    0.08583    5.15945   -1.98818    3.59699    3.20607    2.00000
 180.06944   -0.00960   23.52071   23.11352    0.07010    0.03869    6.34397   -4.91819   -2.79070   -5.40278    2.00000
 180.03104   -0.00029   23.43422   23.04034    0.03104    0.01713    6.71241    3.55070    1.17604    8.47097    2.00000
 180.04027   -0.04680   22.59845   22.30724    0.06174    0.03408   13.09987   -3.63078    2.11057   -1.84576    2.00000
 180.02379   -0.03782   23.69248   23.25718    0.04468    0.02466    5.62070   -4.53295    0.11053   -0.08696    2.00000
 180.05589    0.11282   23.53152   23.12267    0.12590    0.06949    6.29792   -4.10015    0.35150   -8.04615    2.00000
 180.04124    0.07551   23.13302   22.78203    0.08604    0.04749    8.61091    5.32771   -0.21744    2.81726    2.00000
 179.99136   -0.11809   23.47206   23.07236    0.11841    0.06535    6.55122   -6.28044    0.92742   -3.37519    2.00000
 180.02953    0.14224   23.76279   23.31538    0.14527    0.08018    5.32768    0.82592   -0.83128   -1.70363    2.00000
 179.99251   -0.01179   23.12342   22.77364    0.01396    0.00771    8.67618    4.28135   -0.37873    1.37311    2.00000
 179.99690    0.02057   21.26078   21.03068    0.02080    0.01148   38.06978    3.28057    0.21578    4.33346    2.00000
 180.04932   -0.04551   23.33361   22.95511    0.06711    0.03704    7.26466    0.30561    0.49201   -1.50863    2.00000
 180.01712    0.01811   23.67377   23.24168    0.02492    0.01376    5.69872   -3.34599   -0.57339   -1.68705    2.00000
 179.96667   -0.00643   23.21566   22.85388    0.03394    0.01873    8.05208   -0.23398    2.99979    4.99291    2.00000
 180.06113   -0.02340   21.30931   21.08239    0.06544    0.03612   36.70957    1.00095    1.82930    2.67948    2.00000
 179.92635   -0.04872   21.70596   21.47967    0.08831    0.04874   26.25919    3.47846    0.07847    3.61244    2.00000
 179.99295   -0.01481   22.37732   22.10570    0.01640    0.00905   15.49977    3.52975    0.29165    5.30746    2.00000
 179.99644   -0.01244   23.43962   23.04491    0.01294    0.00714    6.68938   -1.26856    2.27745    3.69569    2.00000
 179.95546   -0.03393   23.46125   23.06321    0.05600    0.03091    6.59727    6.95027   -0.80006    9.56625    2.00000
 180.44090    0.00342   23.35538   22.97356    0.44093    0.24336    7.12118    3.69611   -0.66420   -1.09764    2.00000
 179.95732    0.02493   18.80682   18.25201    0.04943    0.02728  251.09998   -5.34818   -0.17176   -5.53282    2.00000
